number,state,value,seed,food_site_count,food_site_width,food_site_capacity,food_value,vertical_comb_benefit,food_site_max_distance,travel_cost_per_distance,mutation_sd,comb_tilt_mutation_sd,transposition_mutation_correlation,stable,collapsed,progress,final_success,final_payoff,final_comb_tilt,final_sender_transposition,final_receiver_transposition,final_min_transposition
115,COMPLETE,6.000,100,7,0.340,10,0.900,0.440,5.000,0.035,0.090,0.080,0.900,true,false,1.000,0.647,7.061,0.846,0.802,0.816,0.802
115,COMPLETE,6.000,101,7,0.340,10,0.900,0.440,5.000,0.035,0.090,0.080,0.900,true,false,1.000,0.650,7.072,0.814,0.771,0.837,0.771
115,COMPLETE,6.000,102,7,0.340,10,0.900,0.440,5.000,0.035,0.090,0.080,0.900,true,false,1.000,0.620,6.896,0.865,0.780,0.768,0.768
115,COMPLETE,6.000,103,7,0.340,10,0.900,0.440,5.000,0.035,0.090,0.080,0.900,true,false,1.000,0.640,7.079,0.861,0.789,0.804,0.789
115,COMPLETE,6.000,104,7,0.340,10,0.900,0.440,5.000,0.035,0.090,0.080,0.900,true,false,1.000,0.649,7.203,0.836,0.795,0.787,0.787
116,COMPLETE,6.000,100,7,0.370,10,0.900,0.440,5.000,0.035,0.090,0.080,0.900,true,false,1.000,0.654,7.254,0.853,0.731,0.781,0.731
116,COMPLETE,6.000,101,7,0.370,10,0.900,0.440,5.000,0.035,0.090,0.080,0.900,true,false,1.000,0.666,7.567,0.840,0.823,0.872,0.823
116,COMPLETE,6.000,102,7,0.370,10,0.900,0.440,5.000,0.035,0.090,0.080,0.900,true,false,1.000,0.647,7.347,0.855,0.772,0.785,0.772
116,COMPLETE,6.000,103,7,0.370,10,0.900,0.440,5.000,0.035,0.090,0.080,0.900,true,false,1.000,0.699,7.978,0.847,0.758,0.827,0.758
116,COMPLETE,6.000,104,7,0.370,10,0.900,0.440,5.000,0.035,0.090,0.080,0.900,true,false,1.000,0.683,7.744,0.847,0.817,0.828,0.817
117,COMPLETE,6.000,100,7,0.370,10,0.900,0.440,5.000,0.035,0.090,0.080,0.900,true,false,1.000,0.654,7.254,0.853,0.731,0.781,0.731
117,COMPLETE,6.000,101,7,0.370,10,0.900,0.440,5.000,0.035,0.090,0.080,0.900,true,false,1.000,0.666,7.567,0.840,0.823,0.872,0.823
117,COMPLETE,6.000,102,7,0.370,10,0.900,0.440,5.000,0.035,0.090,0.080,0.900,true,false,1.000,0.647,7.347,0.855,0.772,0.785,0.772
117,COMPLETE,6.000,103,7,0.370,10,0.900,0.440,5.000,0.035,0.090,0.080,0.900,true,false,1.000,0.699,7.978,0.847,0.758,0.827,0.758
117,COMPLETE,6.000,104,7,0.370,10,0.900,0.440,5.000,0.035,0.090,0.080,0.900,true,false,1.000,0.683,7.744,0.847,0.817,0.828,0.817
118,COMPLETE,6.000,100,7,0.340,10,0.900,0.440,5.000,0.035,0.090,0.090,0.900,true,false,1.000,0.636,7.152,0.898,0.717,0.731,0.717
118,COMPLETE,6.000,101,7,0.340,10,0.900,0.440,5.000,0.035,0.090,0.090,0.900,true,false,1.000,0.679,7.670,0.875,0.770,0.757,0.757
118,COMPLETE,6.000,102,7,0.340,10,0.900,0.440,5.000,0.035,0.090,0.090,0.900,true,false,1.000,0.672,7.505,0.849,0.859,0.871,0.859
118,COMPLETE,6.000,103,7,0.340,10,0.900,0.440,5.000,0.035,0.090,0.090,0.900,true,false,1.000,0.639,7.007,0.845,0.834,0.810,0.810
118,COMPLETE,6.000,104,7,0.340,10,0.900,0.440,5.000,0.035,0.090,0.090,0.900,true,false,1.000,0.659,7.410,0.855,0.843,0.849,0.843
119,COMPLETE,1.407,100,7,0.200,11,0.900,0.450,5.000,0.035,0.090,0.090,0.900,false,false,0.246,0.459,3.213,0.197,0.228,0.258,0.228
119,COMPLETE,1.407,101,7,0.200,11,0.900,0.450,5.000,0.035,0.090,0.090,0.900,false,false,0.286,0.436,2.903,0.229,0.307,0.281,0.281
119,COMPLETE,1.407,102,7,0.200,11,0.900,0.450,5.000,0.035,0.090,0.090,0.900,false,false,0.261,0.475,3.312,0.288,0.139,0.130,0.130
119,COMPLETE,1.407,103,7,0.200,11,0.900,0.450,5.000,0.035,0.090,0.090,0.900,true,false,1.000,0.446,3.863,0.827,0.862,0.872,0.862
119,COMPLETE,1.407,104,7,0.200,11,0.900,0.450,5.000,0.035,0.090,0.090,0.900,false,false,0.244,0.471,3.347,0.195,0.141,0.186,0.141
120,COMPLETE,6.000,100,7,0.320,11,0.900,0.450,5.000,0.035,0.090,0.080,0.900,true,false,1.000,0.643,7.257,0.891,0.827,0.820,0.820
120,COMPLETE,6.000,101,7,0.320,11,0.900,0.450,5.000,0.035,0.090,0.080,0.900,true,false,1.000,0.625,6.931,0.866,0.794,0.780,0.780
120,COMPLETE,6.000,102,7,0.320,11,0.900,0.450,5.000,0.035,0.090,0.080,0.900,true,false,1.000,0.614,6.921,0.891,0.835,0.862,0.835
120,COMPLETE,6.000,103,7,0.320,11,0.900,0.450,5.000,0.035,0.090,0.080,0.900,true,false,1.000,0.613,6.795,0.845,0.780,0.770,0.770
120,COMPLETE,6.000,104,7,0.320,11,0.900,0.450,5.000,0.035,0.090,0.080,0.900,true,false,1.000,0.624,6.988,0.833,0.839,0.847,0.839
121,COMPLETE,3.992,100,7,0.320,6,0.900,0.430,5.000,0.040,0.090,0.090,0.900,false,false,0.978,0.528,4.983,0.783,0.747,0.725,0.725
121,COMPLETE,3.992,101,7,0.320,6,0.900,0.430,5.000,0.040,0.090,0.090,0.900,true,false,1.000,0.572,5.469,0.817,0.793,0.751,0.751
121,COMPLETE,3.992,102,7,0.320,6,0.900,0.430,5.000,0.040,0.090,0.090,0.900,true,false,1.000,0.562,5.489,0.821,0.779,0.846,0.779
121,COMPLETE,3.992,103,7,0.320,6,0.900,0.430,5.000,0.040,0.090,0.090,0.900,true,false,1.000,0.564,5.578,0.835,0.785,0.801,0.785
121,COMPLETE,3.992,104,7,0.320,6,0.900,0.430,5.000,0.040,0.090,0.090,0.900,false,false,0.981,0.536,5.069,0.785,0.724,0.647,0.647
122,COMPLETE,4.985,100,7,0.400,11,1.000,0.450,5.000,0.040,0.100,0.090,0.900,true,false,1.000,0.678,8.638,0.805,0.795,0.752,0.752
122,COMPLETE,4.985,101,7,0.400,11,1.000,0.450,5.000,0.040,0.100,0.090,0.900,true,false,1.000,0.701,9.202,0.889,0.852,0.825,0.825
122,COMPLETE,4.985,102,7,0.400,11,1.000,0.450,5.000,0.040,0.100,0.090,0.900,true,false,1.000,0.707,9.244,0.855,0.791,0.734,0.734
122,COMPLETE,4.985,103,7,0.400,11,1.000,0.450,5.000,0.040,0.100,0.090,0.900,false,false,0.926,0.680,8.392,0.741,0.580,0.613,0.580
122,COMPLETE,4.985,104,7,0.400,11,1.000,0.450,5.000,0.040,0.100,0.090,0.900,true,false,1.000,0.632,7.934,0.845,0.614,0.560,0.560
123,COMPLETE,3.762,100,7,0.320,11,1.000,0.430,5.000,0.040,0.100,0.050,0.900,true,false,1.000,0.641,7.916,0.900,0.863,0.869,0.863
123,COMPLETE,3.762,101,7,0.320,11,1.000,0.430,5.000,0.040,0.100,0.050,0.900,true,false,1.000,0.602,7.139,0.891,0.802,0.740,0.740
123,COMPLETE,3.762,102,7,0.320,11,1.000,0.430,5.000,0.040,0.100,0.050,0.900,false,false,0.426,0.616,6.098,0.345,0.237,0.213,0.213
123,COMPLETE,3.762,103,7,0.320,11,1.000,0.430,5.000,0.040,0.100,0.050,0.900,false,false,0.385,0.594,5.926,0.308,0.218,0.239,0.218
123,COMPLETE,3.762,104,7,0.320,11,1.000,0.430,5.000,0.040,0.100,0.050,0.900,true,false,1.000,0.640,7.773,0.904,0.782,0.843,0.782
124,COMPLETE,6.000,100,7,0.360,14,0.900,0.430,5.000,0.035,0.090,0.080,0.900,true,false,1.000,0.689,7.880,0.853,0.792,0.791,0.791
124,COMPLETE,6.000,101,7,0.360,14,0.900,0.430,5.000,0.035,0.090,0.080,0.900,true,false,1.000,0.635,7.103,0.829,0.708,0.796,0.708
124,COMPLETE,6.000,102,7,0.360,14,0.900,0.430,5.000,0.035,0.090,0.080,0.900,true,false,1.000,0.652,7.283,0.848,0.844,0.824,0.824
124,COMPLETE,6.000,103,7,0.360,14,0.900,0.430,5.000,0.035,0.090,0.080,0.900,true,false,1.000,0.687,7.763,0.801,0.864,0.880,0.864
124,COMPLETE,6.000,104,7,0.360,14,0.900,0.430,5.000,0.035,0.090,0.080,0.900,true,false,1.000,0.662,7.513,0.866,0.740,0.828,0.740
125,COMPLETE,4.990,100,7,0.360,13,1.000,0.430,5.000,0.035,0.090,0.080,0.900,true,false,1.000,0.658,8.428,0.888,0.763,0.782,0.763
125,COMPLETE,4.990,101,7,0.360,13,1.000,0.430,5.000,0.035,0.090,0.080,0.900,true,false,1.000,0.627,8.197,0.898,0.779,0.738,0.738
125,COMPLETE,4.990,102,7,0.360,13,1.000,0.430,5.000,0.035,0.090,0.080,0.900,true,false,1.000,0.663,8.706,0.857,0.792,0.835,0.792
125,COMPLETE,4.990,103,7,0.360,13,1.000,0.430,5.000,0.035,0.090,0.080,0.900,true,false,1.000,0.683,8.971,0.851,0.856,0.826,0.826
125,COMPLETE,4.990,104,7,0.360,13,1.000,0.430,5.000,0.035,0.090,0.080,0.900,false,false,0.949,0.675,8.504,0.759,0.802,0.824,0.802
126,COMPLETE,6.000,100,7,0.360,13,0.900,0.430,5.000,0.035,0.090,0.080,0.900,true,false,1.000,0.689,7.880,0.853,0.792,0.791,0.791
126,COMPLETE,6.000,101,7,0.360,13,0.900,0.430,5.000,0.035,0.090,0.080,0.900,true,false,1.000,0.635,7.103,0.829,0.708,0.796,0.708
126,COMPLETE,6.000,102,7,0.360,13,0.900,0.430,5.000,0.035,0.090,0.080,0.900,true,false,1.000,0.652,7.283,0.848,0.844,0.824,0.824
126,COMPLETE,6.000,103,7,0.360,13,0.900,0.430,5.000,0.035,0.090,0.080,0.900,true,false,1.000,0.687,7.763,0.801,0.864,0.880,0.864
126,COMPLETE,6.000,104,7,0.360,13,0.900,0.430,5.000,0.035,0.090,0.080,0.900,true,false,1.000,0.662,7.513,0.866,0.740,0.828,0.740
127,COMPLETE,1.593,100,7,0.360,12,0.900,0.320,5.000,0.035,0.090,0.080,0.900,false,false,0.354,0.676,6.122,0.318,0.181,0.177,0.177
127,COMPLETE,1.593,101,7,0.360,12,0.900,0.320,5.000,0.035,0.090,0.080,0.900,true,false,1.000,0.697,7.541,0.930,0.809,0.838,0.809
127,COMPLETE,1.593,102,7,0.360,12,0.900,0.320,5.000,0.035,0.090,0.080,0.900,false,false,0.298,0.700,6.311,0.238,0.232,0.217,0.217
127,COMPLETE,1.593,103,7,0.360,12,0.900,0.320,5.000,0.035,0.090,0.080,0.900,false,false,0.342,0.645,5.958,0.488,0.171,0.226,0.171
127,COMPLETE,1.593,104,7,0.360,12,0.900,0.320,5.000,0.035,0.090,0.080,0.900,false,false,0.969,0.652,6.684,0.775,0.887,0.876,0.876
128,COMPLETE,4.841,100,7,0.370,15,0.900,0.320,5.000,0.030,0.080,0.080,0.900,true,false,1.000,0.699,7.808,0.905,0.767,0.795,0.767
128,COMPLETE,4.841,101,7,0.370,15,0.900,0.320,5.000,0.030,0.080,0.080,0.900,true,false,1.000,0.673,7.471,0.846,0.723,0.775,0.723
128,COMPLETE,4.841,102,7,0.370,15,0.900,0.320,5.000,0.030,0.080,0.080,0.900,true,false,1.000,0.693,7.732,0.863,0.778,0.849,0.778
128,COMPLETE,4.841,103,7,0.370,15,0.900,0.320,5.000,0.030,0.080,0.080,0.900,false,false,0.206,0.689,6.559,0.295,0.103,0.110,0.103
128,COMPLETE,4.841,104,7,0.370,15,0.900,0.320,5.000,0.030,0.080,0.080,0.900,true,false,1.000,0.686,7.521,0.849,0.865,0.810,0.810
129,COMPLETE,3.864,100,7,0.370,13,0.900,0.320,5.000,0.030,0.080,0.100,0.400,true,false,1.000,0.651,7.279,0.868,0.834,0.864,0.834
129,COMPLETE,3.864,101,7,0.370,13,0.900,0.320,5.000,0.030,0.080,0.100,0.400,false,false,0.371,0.647,6.173,0.356,0.303,0.185,0.185
129,COMPLETE,3.864,102,7,0.370,13,0.900,0.320,5.000,0.030,0.080,0.100,0.400,true,false,1.000,0.670,7.309,0.813,0.804,0.876,0.804
129,COMPLETE,3.864,103,7,0.370,13,0.900,0.320,5.000,0.030,0.080,0.100,0.400,false,false,0.951,0.653,6.864,0.760,0.735,0.827,0.735
129,COMPLETE,3.864,104,7,0.370,13,0.900,0.320,5.000,0.030,0.080,0.100,0.400,true,false,1.000,0.695,7.715,0.837,0.820,0.824,0.820
130,COMPLETE,4.959,100,8,0.370,12,0.900,0.410,5.000,0.030,0.080,0.070,0.800,true,false,1.000,0.732,8.778,0.872,0.791,0.739,0.739
130,COMPLETE,4.959,101,8,0.370,12,0.900,0.410,5.000,0.030,0.080,0.070,0.800,true,false,1.000,0.740,8.934,0.854,0.818,0.811,0.811
130,COMPLETE,4.959,102,8,0.370,12,0.900,0.410,5.000,0.030,0.080,0.070,0.800,true,false,1.000,0.695,8.149,0.835,0.753,0.610,0.610
130,COMPLETE,4.959,103,8,0.370,12,0.900,0.410,5.000,0.030,0.080,0.070,0.800,false,false,0.797,0.647,7.284,0.835,0.515,0.398,0.398
130,COMPLETE,4.959,104,8,0.370,12,0.900,0.410,5.000,0.030,0.080,0.070,0.800,true,false,1.000,0.712,8.675,0.920,0.845,0.760,0.760
131,COMPLETE,2.791,100,8,0.370,15,1.100,0.410,5.500,0.030,0.080,0.070,0.800,true,false,1.000,0.684,10.125,0.824,0.728,0.733,0.728
131,COMPLETE,2.791,101,8,0.370,15,1.100,0.410,5.500,0.030,0.080,0.070,0.800,true,false,1.000,0.719,10.830,0.874,0.729,0.777,0.729
131,COMPLETE,2.791,102,8,0.370,15,1.100,0.410,5.500,0.030,0.080,0.070,0.800,false,false,0.466,0.678,8.958,0.531,0.278,0.233,0.233
131,COMPLETE,2.791,103,8,0.370,15,1.100,0.410,5.500,0.030,0.080,0.070,0.800,false,false,0.574,0.675,9.549,0.762,0.287,0.307,0.287
131,COMPLETE,2.791,104,8,0.370,15,1.100,0.410,5.500,0.030,0.080,0.070,0.800,false,false,0.913,0.684,9.752,0.730,0.747,0.763,0.747
132,COMPLETE,2.847,100,8,0.370,7,1.100,0.410,5.500,0.030,0.080,0.070,0.400,false,false,0.366,0.626,8.735,0.735,0.184,0.183,0.183
132,COMPLETE,2.847,101,8,0.370,7,1.100,0.410,5.500,0.030,0.080,0.070,0.400,true,false,1.000,0.631,9.112,0.823,0.723,0.558,0.558
132,COMPLETE,2.847,102,8,0.370,7,1.100,0.410,5.500,0.030,0.080,0.070,0.400,false,false,0.882,0.643,9.266,0.821,0.645,0.441,0.441
132,COMPLETE,2.847,103,8,0.370,7,1.100,0.410,5.500,0.030,0.080,0.070,0.400,true,false,1.000,0.680,10.067,0.858,0.792,0.732,0.732
132,COMPLETE,2.847,104,8,0.370,7,1.100,0.410,5.500,0.030,0.080,0.070,0.400,false,false,0.989,0.664,9.703,0.791,0.810,0.908,0.810
133,COMPLETE,4.992,100,8,0.380,7,1.100,0.410,5.500,0.030,0.090,0.070,0.800,true,false,1.000,0.663,9.703,0.808,0.690,0.698,0.690
133,COMPLETE,4.992,101,8,0.380,7,1.100,0.410,5.500,0.030,0.090,0.070,0.800,true,false,1.000,0.695,10.283,0.866,0.826,0.801,0.801
133,COMPLETE,4.992,102,8,0.380,7,1.100,0.410,5.500,0.030,0.090,0.070,0.800,true,false,1.000,0.680,10.159,0.876,0.833,0.838,0.833
133,COMPLETE,4.992,103,8,0.380,7,1.100,0.410,5.500,0.030,0.090,0.070,0.800,true,false,1.000,0.677,9.832,0.820,0.717,0.732,0.717
133,COMPLETE,4.992,104,8,0.380,7,1.100,0.410,5.500,0.030,0.090,0.070,0.800,false,false,0.962,0.661,9.463,0.792,0.554,0.481,0.481
134,COMPLETE,6.000,100,7,0.380,6,0.800,0.440,5.000,0.035,0.090,0.080,0.800,true,false,1.000,0.642,5.964,0.857,0.771,0.714,0.714
134,COMPLETE,6.000,101,7,0.380,6,0.800,0.440,5.000,0.035,0.090,0.080,0.800,true,false,1.000,0.649,6.252,0.901,0.763,0.772,0.763
134,COMPLETE,6.000,102,7,0.380,6,0.800,0.440,5.000,0.035,0.090,0.080,0.800,true,false,1.000,0.606,5.564,0.802,0.594,0.591,0.591
134,COMPLETE,6.000,103,7,0.380,6,0.800,0.440,5.000,0.035,0.090,0.080,0.800,true,false,1.000,0.601,5.707,0.865,0.843,0.843,0.843
134,COMPLETE,6.000,104,7,0.380,6,0.800,0.440,5.000,0.035,0.090,0.080,0.800,true,false,1.000,0.622,5.724,0.863,0.585,0.654,0.585
135,COMPLETE,6.000,100,7,0.380,6,0.800,0.440,5.000,0.035,0.090,0.080,0.800,true,false,1.000,0.642,5.964,0.857,0.771,0.714,0.714
135,COMPLETE,6.000,101,7,0.380,6,0.800,0.440,5.000,0.035,0.090,0.080,0.800,true,false,1.000,0.649,6.252,0.901,0.763,0.772,0.763
135,COMPLETE,6.000,102,7,0.380,6,0.800,0.440,5.000,0.035,0.090,0.080,0.800,true,false,1.000,0.606,5.564,0.802,0.594,0.591,0.591
135,COMPLETE,6.000,103,7,0.380,6,0.800,0.440,5.000,0.035,0.090,0.080,0.800,true,false,1.000,0.601,5.707,0.865,0.843,0.843,0.843
135,COMPLETE,6.000,104,7,0.380,6,0.800,0.440,5.000,0.035,0.090,0.080,0.800,true,false,1.000,0.622,5.724,0.863,0.585,0.654,0.585
136,COMPLETE,6.000,100,7,0.380,6,0.800,0.440,5.000,0.035,0.090,0.080,0.800,true,false,1.000,0.642,5.964,0.857,0.771,0.714,0.714
136,COMPLETE,6.000,101,7,0.380,6,0.800,0.440,5.000,0.035,0.090,0.080,0.800,true,false,1.000,0.649,6.252,0.901,0.763,0.772,0.763
136,COMPLETE,6.000,102,7,0.380,6,0.800,0.440,5.000,0.035,0.090,0.080,0.800,true,false,1.000,0.606,5.564,0.802,0.594,0.591,0.591
136,COMPLETE,6.000,103,7,0.380,6,0.800,0.440,5.000,0.035,0.090,0.080,0.800,true,false,1.000,0.601,5.707,0.865,0.843,0.843,0.843
136,COMPLETE,6.000,104,7,0.380,6,0.800,0.440,5.000,0.035,0.090,0.080,0.800,true,false,1.000,0.622,5.724,0.863,0.585,0.654,0.585
137,COMPLETE,4.979,100,7,0.350,6,0.800,0.440,5.000,0.035,0.090,0.080,0.800,true,false,1.000,0.602,5.460,0.849,0.815,0.796,0.796
137,COMPLETE,4.979,101,7,0.350,6,0.800,0.440,5.000,0.035,0.090,0.080,0.800,true,false,1.000,0.615,5.497,0.847,0.837,0.875,0.837
137,COMPLETE,4.979,102,7,0.350,6,0.800,0.440,5.000,0.035,0.090,0.080,0.800,true,false,1.000,0.612,5.574,0.874,0.788,0.779,0.779
137,COMPLETE,4.979,103,7,0.350,6,0.800,0.440,5.000,0.035,0.090,0.080,0.800,false,false,0.897,0.611,5.221,0.718,0.671,0.577,0.577
137,COMPLETE,4.979,104,7,0.350,6,0.800,0.440,5.000,0.035,0.090,0.080,0.800,true,false,1.000,0.622,5.785,0.895,0.883,0.819,0.819
138,COMPLETE,4.999,100,7,0.350,16,0.800,0.440,5.000,0.035,0.090,0.080,0.800,true,false,1.000,0.689,6.697,0.829,0.902,0.856,0.856
138,COMPLETE,4.999,101,7,0.350,16,0.800,0.440,5.000,0.035,0.090,0.080,0.800,true,false,1.000,0.664,6.351,0.852,0.792,0.803,0.792
138,COMPLETE,4.999,102,7,0.350,16,0.800,0.440,5.000,0.035,0.090,0.080,0.800,true,false,1.000,0.646,6.277,0.888,0.818,0.740,0.740
138,COMPLETE,4.999,103,7,0.350,16,0.800,0.440,5.000,0.035,0.090,0.080,0.800,false,false,0.993,0.644,6.004,0.794,0.805,0.727,0.727
138,COMPLETE,4.999,104,7,0.350,16,0.800,0.440,5.000,0.035,0.090,0.080,0.800,true,false,1.000,0.663,6.357,0.840,0.810,0.842,0.810
139,COMPLETE,3.981,100,7,0.350,6,0.800,0.440,5.000,0.010,0.090,0.080,0.800,false,false,0.950,0.605,6.957,0.760,0.711,0.728,0.711
139,COMPLETE,3.981,101,7,0.350,6,0.800,0.440,5.000,0.010,0.090,0.080,0.800,true,false,1.000,0.611,7.417,0.923,0.802,0.716,0.716
139,COMPLETE,3.981,102,7,0.350,6,0.800,0.440,5.000,0.010,0.090,0.080,0.800,true,false,1.000,0.550,6.449,0.848,0.560,0.503,0.503
139,COMPLETE,3.981,103,7,0.350,6,0.800,0.440,5.000,0.010,0.090,0.080,0.800,false,false,0.956,0.578,6.621,0.765,0.580,0.606,0.580
139,COMPLETE,3.981,104,7,0.350,6,0.800,0.440,5.000,0.010,0.090,0.080,0.800,true,false,1.000,0.568,6.728,0.853,0.594,0.705,0.594
140,COMPLETE,2.818,100,7,0.350,6,0.800,0.420,5.000,0.035,0.100,0.050,0.900,false,false,0.797,0.574,4.778,0.662,0.436,0.399,0.399
140,COMPLETE,2.818,101,7,0.350,6,0.800,0.420,5.000,0.035,0.100,0.050,0.900,true,false,1.000,0.601,5.410,0.895,0.791,0.685,0.685
140,COMPLETE,2.818,102,7,0.350,6,0.800,0.420,5.000,0.035,0.100,0.050,0.900,false,false,0.890,0.584,4.892,0.712,0.646,0.697,0.646
140,COMPLETE,2.818,103,7,0.350,6,0.800,0.420,5.000,0.035,0.100,0.050,0.900,true,false,1.000,0.605,5.404,0.852,0.773,0.782,0.773
140,COMPLETE,2.818,104,7,0.350,6,0.800,0.420,5.000,0.035,0.100,0.050,0.900,false,false,0.400,0.581,4.513,0.444,0.200,0.204,0.200
141,COMPLETE,4.868,100,7,0.340,6,0.800,0.420,5.000,0.035,0.100,0.050,0.900,false,false,0.342,0.586,4.305,0.275,0.171,0.234,0.171
141,COMPLETE,4.868,101,7,0.340,6,0.800,0.420,5.000,0.035,0.100,0.050,0.900,true,false,1.000,0.578,5.196,0.902,0.692,0.673,0.673
141,COMPLETE,4.868,102,7,0.340,6,0.800,0.420,5.000,0.035,0.100,0.050,0.900,true,false,1.000,0.574,5.049,0.834,0.842,0.825,0.825
141,COMPLETE,4.868,103,7,0.340,6,0.800,0.420,5.000,0.035,0.100,0.050,0.900,true,false,1.000,0.583,5.238,0.877,0.780,0.811,0.780
141,COMPLETE,4.868,104,7,0.340,6,0.800,0.420,5.000,0.035,0.100,0.050,0.900,true,false,1.000,0.608,5.535,0.893,0.838,0.844,0.838
142,COMPLETE,6.000,100,7,0.340,6,1.200,0.420,5.000,0.040,0.100,0.050,0.900,true,false,1.000,0.589,8.657,0.843,0.798,0.769,0.769
142,COMPLETE,6.000,101,7,0.340,6,1.200,0.420,5.000,0.040,0.100,0.050,0.900,true,false,1.000,0.583,8.773,0.873,0.726,0.661,0.661
142,COMPLETE,6.000,102,7,0.340,6,1.200,0.420,5.000,0.040,0.100,0.050,0.900,true,false,1.000,0.559,8.189,0.878,0.578,0.566,0.566
142,COMPLETE,6.000,103,7,0.340,6,1.200,0.420,5.000,0.040,0.100,0.050,0.900,true,false,1.000,0.588,8.709,0.916,0.760,0.732,0.732
142,COMPLETE,6.000,104,7,0.340,6,1.200,0.420,5.000,0.040,0.100,0.050,0.900,true,false,1.000,0.616,9.412,0.887,0.874,0.845,0.845
143,COMPLETE,6.000,100,7,0.360,7,0.900,0.450,5.000,0.040,0.100,0.080,0.800,true,false,1.000,0.662,7.198,0.870,0.845,0.822,0.822
143,COMPLETE,6.000,101,7,0.360,7,0.900,0.450,5.000,0.040,0.100,0.080,0.800,true,false,1.000,0.606,6.461,0.881,0.806,0.866,0.806
143,COMPLETE,6.000,102,7,0.360,7,0.900,0.450,5.000,0.040,0.100,0.080,0.800,true,false,1.000,0.603,6.270,0.813,0.872,0.807,0.807
143,COMPLETE,6.000,103,7,0.360,7,0.900,0.450,5.000,0.040,0.100,0.080,0.800,true,false,1.000,0.610,6.444,0.870,0.823,0.796,0.796
143,COMPLETE,6.000,104,7,0.360,7,0.900,0.450,5.000,0.040,0.100,0.080,0.800,true,false,1.000,0.623,6.744,0.879,0.847,0.807,0.807
