candidate,group_kind,group,runs,seeds,stable_fraction,reached_gravity_fraction,retained_vertical_fraction,collapse_fraction,mean_gravity_reach_generation,mean_vertical_reach_generation,mean_partial_tilt_generation,mean_partial_transposition_generation,mean_max_comb_tilt,mean_max_min_transposition,mean_min_success,mean_final_directional_bias,mean_final_attention,mean_final_min_transposition,mean_final_transposition_gap,mean_final_comb_tilt,mean_final_success,mean_final_payoff
trial_243,all,all,40,"110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127,128,129,130,131,132,133,134,135,136,137,138,139,140,141,142,143,144,145,146,147,148,149",0.900,0.975,0.900,0.000,53.795,55.308,31.950,18.100,0.902,0.884,0.155,0.787,0.780,0.824,0.000,0.843,0.570,5.164
trial_243,comparison,successful,36,"110,111,112,115,116,117,118,119,121,122,123,124,125,126,127,128,129,130,131,132,133,134,135,136,137,138,139,140,141,142,144,145,146,147,148,149",1.000,1.000,1.000,0.000,53.611,55.639,30.250,18.444,0.907,0.897,0.155,0.787,0.781,0.838,0.000,0.858,0.569,5.199
trial_243,comparison,unsuccessful,4,"113,114,120,143",0.000,0.750,0.000,0.000,56.000,51.333,47.250,15.000,0.848,0.768,0.164,0.785,0.767,0.702,0.000,0.707,0.572,4.846
trial_243,outcome,gravity_without_vertical,3,"113,114,120",0.000,1.000,0.000,0.000,56.000,51.333,37.000,13.667,0.903,0.872,0.164,0.806,0.790,0.784,0.000,0.769,0.578,5.086
trial_243,outcome,partial_tilt,1,143,0.000,0.000,0.000,0.000,not_reached,not_reached,78.000,19.000,0.681,0.457,0.164,0.722,0.696,0.457,0.000,0.521,0.553,4.128
trial_243,outcome,success,36,"110,111,112,115,116,117,118,119,121,122,123,124,125,126,127,128,129,130,131,132,133,134,135,136,137,138,139,140,141,142,144,145,146,147,148,149",1.000,1.000,1.000,0.000,53.611,55.639,30.250,18.444,0.907,0.897,0.155,0.787,0.781,0.838,0.000,0.858,0.569,5.199
trial_343,all,all,40,"110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127,128,129,130,131,132,133,134,135,136,137,138,139,140,141,142,143,144,145,146,147,148,149",0.875,1.000,0.875,0.000,48.600,55.103,32.600,14.825,0.896,0.878,0.137,0.746,0.783,0.811,0.000,0.837,0.551,4.731
trial_343,comparison,successful,35,"110,111,112,113,114,115,116,117,118,120,121,122,123,124,125,126,127,128,130,131,132,133,134,135,137,138,139,140,141,143,145,146,147,148,149",1.000,1.000,1.000,0.000,45.971,53.686,31.200,14.429,0.903,0.890,0.136,0.749,0.784,0.822,0.000,0.851,0.552,4.779
trial_343,comparison,unsuccessful,5,"119,129,136,142,144",0.000,1.000,0.000,0.000,67.000,67.500,42.400,17.600,0.847,0.790,0.138,0.724,0.774,0.731,0.000,0.739,0.545,4.399
trial_343,outcome,gravity_without_vertical,5,"119,129,136,142,144",0.000,1.000,0.000,0.000,67.000,67.500,42.400,17.600,0.847,0.790,0.138,0.724,0.774,0.731,0.000,0.739,0.545,4.399
trial_343,outcome,success,35,"110,111,112,113,114,115,116,117,118,120,121,122,123,124,125,126,127,128,130,131,132,133,134,135,137,138,139,140,141,143,145,146,147,148,149",1.000,1.000,1.000,0.000,45.971,53.686,31.200,14.429,0.903,0.890,0.136,0.749,0.784,0.822,0.000,0.851,0.552,4.779
trial_183,all,all,40,"110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127,128,129,130,131,132,133,134,135,136,137,138,139,140,141,142,143,144,145,146,147,148,149",0.825,0.950,0.825,0.000,51.921,57.605,35.150,21.075,0.887,0.864,0.145,0.786,0.784,0.797,0.023,0.827,0.561,4.599
trial_183,comparison,successful,33,"110,111,112,113,114,115,116,117,119,120,121,122,123,125,126,127,128,130,131,132,133,135,136,137,140,141,142,143,144,145,147,148,149",1.000,1.000,1.000,0.000,54.394,60.061,34.333,22.000,0.900,0.885,0.145,0.796,0.784,0.820,0.021,0.850,0.562,4.673
trial_183,comparison,unsuccessful,7,"118,124,129,134,138,139,146",0.000,0.714,0.000,0.000,35.600,41.400,39.000,16.714,0.826,0.763,0.145,0.743,0.784,0.688,0.032,0.716,0.555,4.248
trial_183,outcome,gravity_without_vertical,5,"118,124,129,134,146",0.000,1.000,0.000,0.000,35.600,41.400,26.400,18.000,0.908,0.904,0.141,0.759,0.793,0.800,0.028,0.790,0.551,4.320
trial_183,outcome,partial_tilt,1,139,0.000,0.000,0.000,0.000,not_reached,not_reached,117.000,11.000,0.623,0.423,0.158,0.726,0.882,0.423,0.048,0.623,0.577,4.418
trial_183,outcome,partial_transposition,1,138,0.000,0.000,0.000,0.000,not_reached,not_reached,24.000,16.000,0.618,0.396,0.153,0.682,0.641,0.396,0.037,0.442,0.556,3.714
trial_183,outcome,success,33,"110,111,112,113,114,115,116,117,119,120,121,122,123,125,126,127,128,130,131,132,133,135,136,137,140,141,142,143,144,145,147,148,149",1.000,1.000,1.000,0.000,54.394,60.061,34.333,22.000,0.900,0.885,0.145,0.796,0.784,0.820,0.021,0.850,0.562,4.673
trial_463,all,all,40,"110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127,128,129,130,131,132,133,134,135,136,137,138,139,140,141,142,143,144,145,146,147,148,149",0.875,1.000,0.875,0.000,54.250,59.975,33.025,19.675,0.899,0.898,0.146,0.778,0.781,0.843,0.000,0.850,0.520,4.209
trial_463,comparison,successful,35,"110,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127,128,129,130,131,133,134,135,136,137,138,139,142,143,144,145,146,147,149",1.000,1.000,1.000,0.000,51.314,57.257,33.029,18.829,0.901,0.902,0.146,0.786,0.788,0.848,0.000,0.860,0.522,4.255
trial_463,comparison,unsuccessful,5,"111,132,140,141,148",0.000,1.000,0.000,0.000,74.800,79.000,33.000,25.600,0.888,0.872,0.141,0.721,0.730,0.806,0.000,0.781,0.505,3.884
trial_463,outcome,gravity_without_vertical,5,"111,132,140,141,148",0.000,1.000,0.000,0.000,74.800,79.000,33.000,25.600,0.888,0.872,0.141,0.721,0.730,0.806,0.000,0.781,0.505,3.884
trial_463,outcome,success,35,"110,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127,128,129,130,131,133,134,135,136,137,138,139,142,143,144,145,146,147,149",1.000,1.000,1.000,0.000,51.314,57.257,33.029,18.829,0.901,0.902,0.146,0.786,0.788,0.848,0.000,0.860,0.522,4.255
trial_464,all,all,40,"110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127,128,129,130,131,132,133,134,135,136,137,138,139,140,141,142,143,144,145,146,147,148,149",0.900,0.975,0.900,0.000,48.256,50.333,27.575,18.550,0.895,0.876,0.160,0.745,0.762,0.821,0.000,0.844,0.579,5.329
trial_464,comparison,successful,36,"110,111,112,114,115,116,117,118,120,121,122,123,124,125,126,127,128,129,131,133,134,135,136,137,138,139,140,141,142,143,144,145,146,147,148,149",1.000,1.000,1.000,0.000,48.528,50.667,25.694,18.667,0.903,0.887,0.161,0.743,0.757,0.830,0.000,0.856,0.579,5.358
trial_464,comparison,unsuccessful,4,"113,119,130,132",0.000,0.750,0.000,0.000,45.000,46.333,44.500,17.500,0.825,0.776,0.158,0.758,0.805,0.742,0.000,0.736,0.574,5.064
trial_464,outcome,gravity_without_vertical,3,"113,130,132",0.000,1.000,0.000,0.000,45.000,46.333,20.667,14.000,0.899,0.904,0.157,0.763,0.830,0.857,0.000,0.781,0.573,5.200
trial_464,outcome,partial_tilt,1,119,0.000,0.000,0.000,0.000,not_reached,not_reached,116.000,28.000,0.600,0.395,0.158,0.742,0.732,0.395,0.000,0.600,0.578,4.657
trial_464,outcome,success,36,"110,111,112,114,115,116,117,118,120,121,122,123,124,125,126,127,128,129,131,133,134,135,136,137,138,139,140,141,142,143,144,145,146,147,148,149",1.000,1.000,1.000,0.000,48.528,50.667,25.694,18.667,0.903,0.887,0.161,0.743,0.757,0.830,0.000,0.856,0.579,5.358
trial_479,all,all,40,"110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127,128,129,130,131,132,133,134,135,136,137,138,139,140,141,142,143,144,145,146,147,148,149",0.850,0.975,0.850,0.000,48.897,53.105,30.200,17.325,0.896,0.884,0.142,0.788,0.789,0.814,0.000,0.837,0.549,4.788
trial_479,comparison,successful,34,"110,111,112,113,114,116,117,118,119,120,121,122,123,125,126,127,128,130,131,132,133,134,135,137,139,140,141,142,143,144,145,147,148,149",1.000,1.000,1.000,0.000,47.118,53.412,28.471,18.088,0.907,0.901,0.142,0.794,0.795,0.836,0.000,0.858,0.550,4.862
trial_479,comparison,unsuccessful,6,"115,124,129,136,138,146",0.000,0.833,0.000,0.000,61.000,50.500,40.000,13.000,0.830,0.785,0.140,0.756,0.753,0.690,0.000,0.715,0.541,4.366
trial_479,outcome,gravity_without_vertical,5,"115,124,129,138,146",0.000,1.000,0.000,0.000,61.000,50.500,38.600,13.200,0.886,0.879,0.141,0.752,0.741,0.771,0.000,0.775,0.536,4.430
trial_479,outcome,partial_transposition,1,136,0.000,0.000,0.000,0.000,not_reached,not_reached,47.000,12.000,0.552,0.315,0.138,0.776,0.811,0.281,0.000,0.410,0.565,4.046
trial_479,outcome,success,34,"110,111,112,113,114,116,117,118,119,120,121,122,123,125,126,127,128,130,131,132,133,134,135,137,139,140,141,142,143,144,145,147,148,149",1.000,1.000,1.000,0.000,47.118,53.412,28.471,18.088,0.907,0.901,0.142,0.794,0.795,0.836,0.000,0.858,0.550,4.862
trial_193,all,all,40,"110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127,128,129,130,131,132,133,134,135,136,137,138,139,140,141,142,143,144,145,146,147,148,149",0.825,0.875,0.825,0.000,50.286,51.914,36.949,24.250,0.863,0.815,0.137,0.751,0.772,0.746,0.024,0.791,0.541,4.384
trial_193,comparison,successful,33,"111,112,114,115,116,117,118,120,121,122,123,124,125,126,127,128,129,130,131,132,133,134,135,137,138,139,140,142,143,144,145,146,147",1.000,1.000,1.000,0.000,50.182,51.242,31.818,24.697,0.907,0.881,0.136,0.758,0.774,0.815,0.020,0.845,0.542,4.510
trial_193,comparison,unsuccessful,7,"110,113,119,136,141,148,149",0.000,0.286,0.000,0.000,52.000,63.000,65.167,22.143,0.656,0.507,0.137,0.721,0.765,0.424,0.043,0.536,0.538,3.790
trial_193,outcome,flat,2,"136,141",0.000,0.000,0.000,0.000,not_reached,not_reached,113.000,12.000,0.500,0.330,0.138,0.766,0.814,0.184,0.066,0.367,0.542,3.525
trial_193,outcome,gravity_without_vertical,2,"148,149",0.000,1.000,0.000,0.000,52.000,63.000,32.000,26.000,0.903,0.885,0.139,0.753,0.767,0.842,0.012,0.788,0.559,4.596
trial_193,outcome,partial_tilt,2,"110,119",0.000,0.000,0.000,0.000,not_reached,not_reached,69.000,27.500,0.635,0.367,0.133,0.661,0.775,0.291,0.025,0.548,0.528,3.581
trial_193,outcome,partial_transposition,1,113,0.000,0.000,0.000,0.000,not_reached,not_reached,76.000,24.000,0.514,0.389,0.143,0.686,0.642,0.329,0.094,0.345,0.509,3.126
trial_193,outcome,success,33,"111,112,114,115,116,117,118,120,121,122,123,124,125,126,127,128,129,130,131,132,133,134,135,137,138,139,140,142,143,144,145,146,147",1.000,1.000,1.000,0.000,50.182,51.242,31.818,24.697,0.907,0.881,0.136,0.758,0.774,0.815,0.020,0.845,0.542,4.510
trial_154,all,all,40,"110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127,128,129,130,131,132,133,134,135,136,137,138,139,140,141,142,143,144,145,146,147,148,149",0.800,0.975,0.800,0.000,39.103,47.462,26.000,15.000,0.892,0.882,0.144,0.782,0.769,0.795,0.000,0.825,0.560,4.457
trial_154,comparison,successful,32,"110,112,113,114,115,116,117,118,119,120,122,123,124,125,126,128,130,132,133,135,136,137,139,140,141,142,143,144,145,146,148,149",1.000,1.000,1.000,0.000,38.969,46.406,26.031,14.156,0.901,0.895,0.144,0.786,0.780,0.819,0.000,0.849,0.564,4.575
trial_154,comparison,unsuccessful,8,"111,121,127,129,131,134,138,147",0.000,0.875,0.000,0.000,39.714,52.286,25.857,18.375,0.855,0.828,0.145,0.766,0.724,0.700,0.000,0.730,0.544,3.983
trial_154,outcome,gravity_without_vertical,7,"111,121,127,129,134,138,147",0.000,1.000,0.000,0.000,39.714,52.286,25.857,20.000,0.906,0.890,0.145,0.763,0.748,0.748,0.000,0.764,0.546,4.076
trial_154,outcome,partial_transposition,1,131,0.000,0.000,0.000,0.000,not_reached,not_reached,not_reached,7.000,0.491,0.391,0.147,0.787,0.560,0.364,0.000,0.491,0.534,3.331
trial_154,outcome,success,32,"110,112,113,114,115,116,117,118,119,120,122,123,124,125,126,128,130,132,133,135,136,137,139,140,141,142,143,144,145,146,148,149",1.000,1.000,1.000,0.000,38.969,46.406,26.031,14.156,0.901,0.895,0.144,0.786,0.780,0.819,0.000,0.849,0.564,4.575
trial_377,all,all,40,"110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127,128,129,130,131,132,133,134,135,136,137,138,139,140,141,142,143,144,145,146,147,148,149",0.750,1.000,0.750,0.000,36.375,42.700,22.300,14.525,0.902,0.891,0.136,0.765,0.779,0.824,0.000,0.825,0.534,4.381
trial_377,comparison,successful,30,"110,111,112,113,114,115,116,119,120,121,123,124,126,127,128,130,131,132,133,135,137,138,139,140,141,142,146,147,148,149",1.000,1.000,1.000,0.000,36.900,42.400,22.567,14.500,0.903,0.891,0.136,0.762,0.771,0.833,0.000,0.842,0.535,4.424
trial_377,comparison,unsuccessful,10,"117,118,122,125,129,134,136,143,144,145",0.000,1.000,0.000,0.000,34.800,43.600,21.500,14.600,0.899,0.892,0.138,0.772,0.804,0.796,0.000,0.777,0.532,4.250
trial_377,outcome,gravity_without_vertical,10,"117,118,122,125,129,134,136,143,144,145",0.000,1.000,0.000,0.000,34.800,43.600,21.500,14.600,0.899,0.892,0.138,0.772,0.804,0.796,0.000,0.777,0.532,4.250
trial_377,outcome,success,30,"110,111,112,113,114,115,116,119,120,121,123,124,126,127,128,130,131,132,133,135,137,138,139,140,141,142,146,147,148,149",1.000,1.000,1.000,0.000,36.900,42.400,22.567,14.500,0.903,0.891,0.136,0.762,0.771,0.833,0.000,0.842,0.535,4.424
trial_206,all,all,40,"110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127,128,129,130,131,132,133,134,135,136,137,138,139,140,141,142,143,144,145,146,147,148,149",0.900,1.000,0.900,0.000,38.800,41.400,20.500,14.225,0.895,0.883,0.155,0.750,0.752,0.790,0.000,0.838,0.554,4.995
trial_206,comparison,successful,36,"110,111,112,113,114,115,116,117,118,119,120,121,122,124,125,126,127,128,129,130,131,132,133,134,135,136,137,140,141,142,143,144,146,147,148,149",1.000,1.000,1.000,0.000,38.444,41.139,20.333,14.056,0.895,0.883,0.155,0.755,0.753,0.793,0.000,0.848,0.556,5.038
