point,parameter,parameter_value,is_baseline,generations,food_site_count,food_site_width,food_site_capacity,food_value,vertical_comb_benefit,food_site_max_distance,travel_cost_per_distance,mutation_sd,transposition_mutation_correlation,seed,comparison_group,outcome,stable_vertical_gravity,reached_gravity,retained_vertical,collapsed,gravity_reach_generation,vertical_reach_generation,partial_tilt_generation,partial_transposition_generation,max_comb_tilt,max_comb_tilt_generation,max_min_transposition,max_min_transposition_generation,min_success,min_success_generation,final_directional_bias,final_attention,final_sender_transposition,final_receiver_transposition,final_min_transposition,final_transposition_gap,final_comb_tilt,final_success,final_payoff,elapsed_seconds
generations_240_alpha_0p1_mut_0p075_rho_0p3,generations,240,false,240,8,0.270,9,1.000,0.100,6.500,0.055,0.075,0.300,306,unsuccessful,flat,false,false,false,false,not_reached,not_reached,not_reached,29,0.396,234,0.327,148,0.168,0,0.798,0.677,0.254,0.208,0.208,0.046,0.239,0.566,3.561,238.816
generations_240_alpha_0p1_mut_0p075_rho_0p3,generations,240,false,240,8,0.270,9,1.000,0.100,6.500,0.055,0.075,0.300,315,unsuccessful,flat,false,false,false,false,not_reached,not_reached,not_reached,128,0.377,40,0.331,216,0.167,0,0.855,0.861,0.159,0.187,0.159,0.028,0.183,0.588,3.886,239.545
generations_240_alpha_0p1_mut_0p075_rho_0p3,generations,240,false,240,8,0.270,9,1.000,0.100,6.500,0.055,0.075,0.300,308,unsuccessful,partial_transposition,false,false,false,false,not_reached,not_reached,not_reached,81,0.343,78,0.386,85,0.173,0,0.766,0.853,0.252,0.453,0.252,0.201,0.133,0.587,3.857,239.871
generations_240_alpha_0p1_mut_0p075_rho_0p3,generations,240,false,240,8,0.270,9,1.000,0.100,6.500,0.055,0.075,0.300,304,unsuccessful,partial_transposition,false,false,false,false,not_reached,not_reached,not_reached,19,0.325,36,0.391,189,0.165,0,0.803,0.843,0.292,0.316,0.292,0.023,0.245,0.567,3.747,240.513
generations_240_alpha_0p1_mut_0p075_rho_0p3,generations,240,false,240,8,0.270,9,1.000,0.100,6.500,0.055,0.075,0.300,302,unsuccessful,flat,false,false,false,false,not_reached,not_reached,not_reached,27,0.315,130,0.407,40,0.160,0,0.820,0.829,0.219,0.331,0.219,0.112,0.176,0.597,3.974,240.713
generations_240_alpha_0p1_mut_0p075_rho_0p3,generations,240,false,240,8,0.270,9,1.000,0.100,6.500,0.055,0.075,0.300,300,unsuccessful,partial_transposition,false,false,false,false,not_reached,not_reached,25,19,0.688,35,0.369,126,0.153,0,0.820,0.825,0.288,0.332,0.288,0.045,0.113,0.583,3.886,241.588
generations_240_alpha_0p1_mut_0p075_rho_0p3,generations,240,false,240,8,0.270,9,1.000,0.100,6.500,0.055,0.075,0.300,309,unsuccessful,flat,false,false,false,false,not_reached,not_reached,not_reached,26,0.274,238,0.373,33,0.166,0,0.812,0.794,0.309,0.125,0.125,0.184,0.248,0.561,3.650,241.760
generations_240_alpha_0p1_mut_0p075_rho_0p3,generations,240,false,240,8,0.270,9,1.000,0.100,6.500,0.055,0.075,0.300,312,unsuccessful,partial_transposition,false,false,false,false,not_reached,not_reached,23,26,0.524,23,0.411,43,0.158,0,0.778,0.836,0.345,0.330,0.330,0.014,0.130,0.573,3.725,243.805
generations_240_alpha_0p1_mut_0p075_rho_0p3,generations,240,false,240,8,0.270,9,1.000,0.100,6.500,0.055,0.075,0.300,310,unsuccessful,flat,false,false,false,false,not_reached,not_reached,not_reached,17,0.476,43,0.353,175,0.166,0,0.813,0.777,0.156,0.257,0.156,0.102,0.166,0.589,3.843,244.173
generations_240_alpha_0p1_mut_0p075_rho_0p3,generations,240,false,240,8,0.270,9,1.000,0.100,6.500,0.055,0.075,0.300,313,unsuccessful,flat,false,false,false,false,not_reached,not_reached,not_reached,29,0.309,240,0.447,169,0.162,0,0.768,0.801,0.230,0.213,0.213,0.017,0.309,0.572,3.686,244.687
generations_240_alpha_0p1_mut_0p075_rho_0p3,generations,240,false,240,8,0.270,9,1.000,0.100,6.500,0.055,0.075,0.300,311,unsuccessful,flat,false,false,false,false,not_reached,not_reached,not_reached,22,0.390,67,0.444,66,0.176,0,0.767,0.733,0.219,0.247,0.219,0.028,0.210,0.577,3.708,245.058
generations_240_alpha_0p1_mut_0p075_rho_0p3,generations,240,false,240,8,0.270,9,1.000,0.100,6.500,0.055,0.075,0.300,303,unsuccessful,flat,false,false,false,false,not_reached,not_reached,not_reached,27,0.371,39,0.302,164,0.168,0,0.878,0.833,0.113,0.171,0.113,0.058,0.216,0.596,3.978,245.264
generations_240_alpha_0p1_mut_0p075_rho_0p3,generations,240,false,240,8,0.270,9,1.000,0.100,6.500,0.055,0.075,0.300,314,unsuccessful,flat,false,false,false,false,not_reached,not_reached,not_reached,65,0.305,29,0.351,195,0.165,0,0.756,0.855,0.276,0.188,0.188,0.088,0.135,0.590,3.923,246.444
generations_240_alpha_0p1_mut_0p075_rho_0p3,generations,240,false,240,8,0.270,9,1.000,0.100,6.500,0.055,0.075,0.300,301,unsuccessful,flat,false,false,false,false,not_reached,not_reached,not_reached,28,0.266,105,0.347,80,0.155,0,0.864,0.894,0.094,0.303,0.094,0.209,0.106,0.592,3.964,248.067
generations_240_alpha_0p1_mut_0p075_rho_0p3,generations,240,false,240,8,0.270,9,1.000,0.100,6.500,0.055,0.075,0.300,307,unsuccessful,partial_transposition,false,false,false,false,not_reached,not_reached,not_reached,52,0.326,36,0.398,181,0.162,0,0.770,0.835,0.279,0.255,0.255,0.024,0.243,0.517,3.336,249.675
generations_240_alpha_0p1_mut_0p075_rho_0p3,generations,240,false,240,8,0.270,9,1.000,0.100,6.500,0.055,0.075,0.300,305,unsuccessful,flat,false,false,false,false,not_reached,not_reached,not_reached,27,0.421,101,0.377,181,0.183,0,0.777,0.810,0.245,0.190,0.190,0.054,0.200,0.572,3.717,250.162
generations_240_alpha_0p1_mut_0p075_rho_0p3,generations,240,false,240,8,0.270,9,1.000,0.100,6.500,0.055,0.075,0.300,316,unsuccessful,flat,false,false,false,false,not_reached,not_reached,not_reached,53,0.388,40,0.325,186,0.174,0,0.844,0.861,0.226,0.140,0.140,0.086,0.136,0.605,4.013,245.790
generations_240_alpha_0p1_mut_0p075_rho_0p3,generations,240,false,240,8,0.270,9,1.000,0.100,6.500,0.055,0.075,0.300,319,unsuccessful,partial_transposition,false,false,false,false,not_reached,not_reached,not_reached,23,0.324,220,0.372,32,0.182,0,0.753,0.891,0.318,0.358,0.318,0.041,0.121,0.573,3.831,245.340
generations_240_alpha_0p1_mut_0p075_rho_0p3,generations,240,false,240,8,0.270,9,1.000,0.100,6.500,0.055,0.075,0.300,327,unsuccessful,flat,false,false,false,false,not_reached,not_reached,not_reached,20,0.289,199,0.415,39,0.164,0,0.795,0.772,0.185,0.291,0.185,0.107,0.216,0.560,3.600,241.719
generations_240_alpha_0p1_mut_0p075_rho_0p3,generations,240,false,240,8,0.270,9,1.000,0.100,6.500,0.055,0.075,0.300,317,unsuccessful,flat,false,false,false,false,not_reached,not_reached,not_reached,37,0.400,113,0.388,49,0.157,0,0.828,0.759,0.219,0.184,0.184,0.035,0.200,0.574,3.744,247.704
generations_240_alpha_0p1_mut_0p075_rho_0p3,generations,240,false,240,8,0.270,9,1.000,0.100,6.500,0.055,0.075,0.300,320,unsuccessful,partial_transposition,false,false,false,false,not_reached,not_reached,not_reached,24,0.347,21,0.376,225,0.158,0,0.805,0.831,0.260,0.298,0.260,0.037,0.120,0.551,3.640,246.563
generations_240_alpha_0p1_mut_0p075_rho_0p3,generations,240,false,240,8,0.270,9,1.000,0.100,6.500,0.055,0.075,0.300,321,unsuccessful,flat,false,false,false,false,not_reached,not_reached,not_reached,23,0.274,77,0.275,24,0.177,0,0.819,0.803,0.178,0.212,0.178,0.034,0.144,0.607,4.007,246.714
generations_240_alpha_0p1_mut_0p075_rho_0p3,generations,240,false,240,8,0.270,9,1.000,0.100,6.500,0.055,0.075,0.300,324,unsuccessful,flat,false,false,false,false,not_reached,not_reached,not_reached,22,0.437,22,0.405,139,0.145,0,0.763,0.812,0.226,0.216,0.216,0.011,0.132,0.597,3.955,244.328
generations_240_alpha_0p1_mut_0p075_rho_0p3,generations,240,false,240,8,0.270,9,1.000,0.100,6.500,0.055,0.075,0.300,326,unsuccessful,partial_transposition,false,false,false,false,not_reached,not_reached,not_reached,33,0.490,72,0.363,135,0.176,0,0.837,0.794,0.285,0.282,0.282,0.003,0.212,0.573,3.675,245.183
generations_240_alpha_0p1_mut_0p075_rho_0p3,generations,240,false,240,8,0.270,9,1.000,0.100,6.500,0.055,0.075,0.300,318,unsuccessful,flat,false,false,false,false,not_reached,not_reached,not_reached,41,0.303,156,0.375,139,0.146,0,0.817,0.605,0.321,0.198,0.198,0.123,0.207,0.558,3.413,250.649
generations_240_alpha_0p1_mut_0p075_rho_0p3,generations,240,false,240,8,0.270,9,1.000,0.100,6.500,0.055,0.075,0.300,322,unsuccessful,partial_transposition,false,false,false,false,not_reached,not_reached,not_reached,43,0.291,137,0.338,65,0.161,0,0.791,0.854,0.355,0.267,0.267,0.088,0.114,0.585,3.817,249.121
generations_240_alpha_0p1_mut_0p075_rho_0p3,generations,240,false,240,8,0.270,9,1.000,0.100,6.500,0.055,0.075,0.300,329,unsuccessful,flat,false,false,false,false,not_reached,not_reached,not_reached,63,0.473,44,0.401,116,0.165,0,0.804,0.867,0.220,0.205,0.205,0.016,0.141,0.603,4.070,242.866
generations_240_alpha_0p1_mut_0p075_rho_0p3,generations,240,false,240,8,0.270,9,1.000,0.100,6.500,0.055,0.075,0.300,328,unsuccessful,partial_transposition,false,false,false,false,not_reached,not_reached,not_reached,17,0.434,47,0.426,232,0.168,0,0.759,0.745,0.256,0.368,0.256,0.111,0.175,0.578,3.724,246.196
generations_240_alpha_0p1_mut_0p075_rho_0p3,generations,240,false,240,8,0.270,9,1.000,0.100,6.500,0.055,0.075,0.300,331,unsuccessful,flat,false,false,false,false,not_reached,not_reached,not_reached,17,0.425,37,0.418,157,0.173,0,0.835,0.873,0.147,0.294,0.147,0.146,0.196,0.609,4.037,243.303
generations_240_alpha_0p1_mut_0p075_rho_0p3,generations,240,false,240,8,0.270,9,1.000,0.100,6.500,0.055,0.075,0.300,330,unsuccessful,flat,false,false,false,false,not_reached,not_reached,not_reached,23,0.268,80,0.414,95,0.158,0,0.773,0.841,0.241,0.243,0.241,0.003,0.133,0.564,3.725,244.011
generations_240_alpha_0p1_mut_0p075_rho_0p3,generations,240,false,240,8,0.270,9,1.000,0.100,6.500,0.055,0.075,0.300,325,unsuccessful,flat,false,false,false,false,not_reached,not_reached,not_reached,39,0.278,85,0.412,221,0.167,0,0.722,0.800,0.396,0.242,0.242,0.154,0.109,0.579,3.712,250.346
generations_240_alpha_0p1_mut_0p075_rho_0p3,generations,240,false,240,8,0.270,9,1.000,0.100,6.500,0.055,0.075,0.300,323,unsuccessful,flat,false,false,false,false,not_reached,not_reached,not_reached,47,0.249,17,0.333,127,0.172,0,0.866,0.797,0.148,0.155,0.148,0.006,0.211,0.602,3.968,251.402
generations_240_alpha_0p1_mut_0p075_rho_0p3,generations,240,false,240,8,0.270,9,1.000,0.100,6.500,0.055,0.075,0.300,346,unsuccessful,partial_transposition,false,false,false,false,not_reached,not_reached,29,20,0.683,55,0.373,232,0.168,0,0.814,0.774,0.302,0.265,0.265,0.037,0.161,0.548,3.530,235.072
generations_240_alpha_0p1_mut_0p075_rho_0p3,generations,240,false,240,8,0.270,9,1.000,0.100,6.500,0.055,0.075,0.300,332,unsuccessful,flat,false,false,false,false,not_reached,not_reached,not_reached,18,0.361,17,0.382,216,0.166,0,0.830,0.819,0.247,0.338,0.247,0.091,0.195,0.598,3.901,247.114
generations_240_alpha_0p1_mut_0p075_rho_0p3,generations,240,false,240,8,0.270,9,1.000,0.100,6.500,0.055,0.075,0.300,339,unsuccessful,flat,false,false,false,false,not_reached,not_reached,not_reached,50,0.494,32,0.478,59,0.154,0,0.756,0.798,0.163,0.221,0.163,0.059,0.217,0.589,3.814,242.279
generations_240_alpha_0p1_mut_0p075_rho_0p3,generations,240,false,240,8,0.270,9,1.000,0.100,6.500,0.055,0.075,0.300,334,unsuccessful,flat,false,false,false,false,not_reached,not_reached,not_reached,28,0.319,68,0.333,28,0.164,0,0.837,0.816,0.151,0.529,0.151,0.378,0.114,0.549,3.555,246.261
generations_240_alpha_0p1_mut_0p075_rho_0p3,generations,240,false,240,8,0.270,9,1.000,0.100,6.500,0.055,0.075,0.300,338,unsuccessful,flat,false,false,false,false,not_reached,not_reached,not_reached,68,0.322,19,0.379,191,0.164,0,0.716,0.747,0.218,0.273,0.218,0.056,0.095,0.585,3.801,244.864
generations_240_alpha_0p1_mut_0p075_rho_0p3,generations,240,false,240,8,0.270,9,1.000,0.100,6.500,0.055,0.075,0.300,342,unsuccessful,flat,false,false,false,false,not_reached,not_reached,not_reached,49,0.419,31,0.327,129,0.163,0,0.808,0.849,0.235,0.209,0.209,0.026,0.163,0.594,3.911,243.263
generations_240_alpha_0p1_mut_0p075_rho_0p3,generations,240,false,240,8,0.270,9,1.000,0.100,6.500,0.055,0.075,0.300,337,unsuccessful,flat,false,false,false,false,not_reached,not_reached,not_reached,24,0.327,82,0.338,107,0.161,0,0.786,0.757,0.236,0.317,0.236,0.081,0.278,0.570,3.577,245.995
generations_240_alpha_0p1_mut_0p075_rho_0p3,generations,240,false,240,8,0.270,9,1.000,0.100,6.500,0.055,0.075,0.300,333,unsuccessful,flat,false,false,false,false,not_reached,not_reached,not_reached,29,0.297,179,0.385,112,0.166,0,0.777,0.793,0.194,0.281,0.194,0.087,0.295,0.567,3.585,249.235
generations_240_alpha_0p1_mut_0p075_rho_0p3,generations,240,false,240,8,0.270,9,1.000,0.100,6.500,0.055,0.075,0.300,343,unsuccessful,flat,false,false,false,false,not_reached,not_reached,not_reached,20,0.281,229,0.319,89,0.154,0,0.846,0.808,0.227,0.330,0.227,0.104,0.169,0.598,3.973,242.713
generations_240_alpha_0p1_mut_0p075_rho_0p3,generations,240,false,240,8,0.270,9,1.000,0.100,6.500,0.055,0.075,0.300,335,unsuccessful,flat,false,false,false,false,not_reached,not_reached,not_reached,29,0.425,61,0.343,76,0.152,0,0.772,0.805,0.236,0.269,0.236,0.033,0.230,0.544,3.479,248.621
generations_240_alpha_0p1_mut_0p075_rho_0p3,generations,240,false,240,8,0.270,9,1.000,0.100,6.500,0.055,0.075,0.300,336,unsuccessful,flat,false,false,false,false,not_reached,not_reached,not_reached,79,0.277,32,0.319,208,0.153,0,0.818,0.868,0.244,0.277,0.244,0.034,0.164,0.561,3.670,249.182
generations_240_alpha_0p1_mut_0p075_rho_0p3,generations,240,false,240,8,0.270,9,1.000,0.100,6.500,0.055,0.075,0.300,340,unsuccessful,partial_transposition,false,false,false,false,not_reached,not_reached,not_reached,22,0.317,184,0.441,145,0.169,0,0.658,0.790,0.271,0.330,0.271,0.059,0.224,0.535,3.397,246.892
generations_240_alpha_0p1_mut_0p075_rho_0p3,generations,240,false,240,8,0.270,9,1.000,0.100,6.500,0.055,0.075,0.300,341,unsuccessful,flat,false,false,false,false,not_reached,not_reached,not_reached,38,0.334,60,0.386,123,0.168,0,0.833,0.895,0.190,0.189,0.189,0.002,0.155,0.586,3.919,247.664
generations_240_alpha_0p1_mut_0p075_rho_0p3,generations,240,false,240,8,0.270,9,1.000,0.100,6.500,0.055,0.075,0.300,344,unsuccessful,flat,false,false,false,false,not_reached,not_reached,not_reached,20,0.297,22,0.320,192,0.161,0,0.798,0.814,0.235,0.172,0.172,0.063,0.099,0.582,3.920,246.495
generations_240_alpha_0p1_mut_0p075_rho_0p3,generations,240,false,240,8,0.270,9,1.000,0.100,6.500,0.055,0.075,0.300,345,unsuccessful,flat,false,false,false,false,not_reached,not_reached,not_reached,25,0.282,18,0.370,97,0.173,0,0.826,0.894,0.158,0.222,0.158,0.063,0.253,0.596,3.909,249.984
generations_240_alpha_0p1_mut_0p075_rho_0p3,generations,240,false,240,8,0.270,9,1.000,0.100,6.500,0.055,0.075,0.300,347,unsuccessful,flat,false,false,false,false,not_reached,not_reached,not_reached,144,0.335,24,0.269,149,0.160,0,0.785,0.682,0.264,0.185,0.185,0.079,0.242,0.583,3.632,249.254
generations_240_alpha_0p1_mut_0p075_rho_0p3,generations,240,false,240,8,0.270,9,1.000,0.100,6.500,0.055,0.075,0.300,349,unsuccessful,flat,false,false,false,false,not_reached,not_reached,not_reached,25,0.380,226,0.381,90,0.156,0,0.866,0.812,0.462,0.235,0.235,0.226,0.092,0.599,3.902,240.148
generations_240_alpha_0p1_mut_0p075_rho_0p3,generations,240,false,240,8,0.270,9,1.000,0.100,6.500,0.055,0.075,0.300,351,unsuccessful,flat,false,false,false,false,not_reached,not_reached,not_reached,61,0.437,59,0.420,172,0.147,0,0.871,0.891,0.215,0.223,0.215,0.008,0.113,0.588,4.015,238.636
generations_240_alpha_0p1_mut_0p075_rho_0p3,generations,240,false,240,8,0.270,9,1.000,0.100,6.500,0.055,0.075,0.300,357,unsuccessful,flat,false,false,false,false,not_reached,not_reached,not_reached,27,0.498,41,0.352,53,0.171,0,0.834,0.859,0.149,0.134,0.134,0.015,0.211,0.586,3.907,237.617
generations_240_alpha_0p1_mut_0p075_rho_0p3,generations,240,false,240,8,0.270,9,1.000,0.100,6.500,0.055,0.075,0.300,348,unsuccessful,flat,false,false,false,false,not_reached,not_reached,not_reached,13,0.333,92,0.375,112,0.172,0,0.761,0.786,0.190,0.244,0.190,0.054,0.187,0.570,3.709,245.518
generations_240_alpha_0p1_mut_0p075_rho_0p3,generations,240,false,240,8,0.270,9,1.000,0.100,6.500,0.055,0.075,0.300,353,unsuccessful,gravity_without_vertical,false,true,false,false,44,58,44,14,0.902,156,0.894,155,0.158,0,0.827,0.920,0.130,0.185,0.130,0.055,0.231,0.592,3.841,241.889
generations_240_alpha_0p1_mut_0p075_rho_0p3,generations,240,false,240,8,0.270,9,1.000,0.100,6.500,0.055,0.075,0.300,350,unsuccessful,partial_transposition,false,false,false,false,not_reached,not_reached,not_reached,43,0.407,22,0.357,149,0.166,0,0.731,0.807,0.272,0.258,0.258,0.015,0.170,0.540,3.549,243.959
generations_240_alpha_0p1_mut_0p075_rho_0p3,generations,240,false,240,8,0.270,9,1.000,0.100,6.500,0.055,0.075,0.300,360,unsuccessful,flat,false,false,false,false,not_reached,not_reached,not_reached,22,0.379,89,0.358,55,0.170,0,0.779,0.775,0.209,0.194,0.194,0.015,0.176,0.577,3.764,239.632
generations_240_alpha_0p1_mut_0p075_rho_0p3,generations,240,false,240,8,0.270,9,1.000,0.100,6.500,0.055,0.075,0.300,355,unsuccessful,partial_transposition,false,false,false,false,not_reached,not_reached,not_reached,16,0.383,30,0.427,52,0.154,0,0.804,0.797,0.253,0.346,0.253,0.094,0.132,0.580,3.878,243.369
generations_240_alpha_0p1_mut_0p075_rho_0p3,generations,240,false,240,8,0.270,9,1.000,0.100,6.500,0.055,0.075,0.300,354,unsuccessful,flat,false,false,false,false,not_reached,not_reached,not_reached,45,0.322,29,0.394,76,0.167,0,0.810,0.846,0.149,0.273,0.149,0.123,0.214,0.601,4.021,244.690
generations_240_alpha_0p1_mut_0p075_rho_0p3,generations,240,false,240,8,0.270,9,1.000,0.100,6.500,0.055,0.075,0.300,352,unsuccessful,flat,false,false,false,false,not_reached,not_reached,not_reached,49,0.255,20,0.364,114,0.160,0,0.884,0.704,0.221,0.212,0.212,0.008,0.108,0.584,3.762,247.465
generations_240_alpha_0p1_mut_0p075_rho_0p3,generations,240,false,240,8,0.270,9,1.000,0.100,6.500,0.055,0.075,0.300,359,unsuccessful,partial_transposition,false,false,false,false,not_reached,not_reached,not_reached,43,0.415,22,0.339,46,0.165,0,0.838,0.813,0.258,0.273,0.258,0.014,0.139,0.577,3.808,244.022
generations_240_alpha_0p1_mut_0p075_rho_0p3,generations,240,false,240,8,0.270,9,1.000,0.100,6.500,0.055,0.075,0.300,356,unsuccessful,flat,false,false,false,false,not_reached,not_reached,not_reached,48,0.301,22,0.392,129,0.169,0,0.813,0.833,0.133,0.163,0.133,0.030,0.218,0.584,3.849,247.265
generations_240_alpha_0p1_mut_0p075_rho_0p3,generations,240,false,240,8,0.270,9,1.000,0.100,6.500,0.055,0.075,0.300,358,unsuccessful,flat,false,false,false,false,not_reached,not_reached,not_reached,27,0.302,22,0.456,128,0.156,0,0.796,0.790,0.182,0.218,0.182,0.036,0.187,0.585,3.882,247.124
generations_240_alpha_0p1_mut_0p075_rho_0p3,generations,240,false,240,8,0.270,9,1.000,0.100,6.500,0.055,0.075,0.300,361,unsuccessful,flat,false,false,false,false,not_reached,not_reached,not_reached,42,0.326,53,0.382,127,0.159,0,0.812,0.870,0.200,0.202,0.200,0.002,0.290,0.582,3.842,247.721
generations_240_alpha_0p1_mut_0p075_rho_0p3,generations,240,false,240,8,0.270,9,1.000,0.100,6.500,0.055,0.075,0.300,363,unsuccessful,flat,false,false,false,false,not_reached,not_reached,not_reached,36,0.292,151,0.408,58,0.186,0,0.873,0.877,0.161,0.201,0.161,0.040,0.234,0.591,3.938,247.929
generations_240_alpha_0p1_mut_0p075_rho_0p3,generations,240,false,240,8,0.270,9,1.000,0.100,6.500,0.055,0.075,0.300,362,unsuccessful,flat,false,false,false,false,not_reached,not_reached,not_reached,36,0.288,138,0.352,229,0.174,0,0.833,0.827,0.200,0.224,0.200,0.024,0.175,0.585,3.820,248.941
generations_240_alpha_0p1_mut_0p075_rho_0p3,generations,240,false,240,8,0.270,9,1.000,0.100,6.500,0.055,0.075,0.300,372,unsuccessful,flat,false,false,false,false,not_reached,not_reached,44,16,0.665,48,0.334,21,0.159,0,0.756,0.838,0.133,0.269,0.133,0.136,0.217,0.579,3.798,226.417
generations_240_alpha_0p1_mut_0p075_rho_0p3,generations,240,false,240,8,0.270,9,1.000,0.100,6.500,0.055,0.075,0.300,365,unsuccessful,flat,false,false,false,false,not_reached,not_reached,not_reached,72,0.362,31,0.297,143,0.164,0,0.900,0.791,0.231,0.303,0.231,0.072,0.194,0.571,3.803,241.913
generations_240_alpha_0p1_mut_0p075_rho_0p3,generations,240,false,240,8,0.270,9,1.000,0.100,6.500,0.055,0.075,0.300,366,unsuccessful,flat,false,false,false,false,not_reached,not_reached,not_reached,37,0.346,135,0.413,102,0.168,0,0.897,0.842,0.226,0.144,0.144,0.082,0.141,0.614,4.082,242.335
generations_240_alpha_0p1_mut_0p075_rho_0p3,generations,240,false,240,8,0.270,9,1.000,0.100,6.500,0.055,0.075,0.300,368,unsuccessful,flat,false,false,false,false,not_reached,not_reached,not_reached,17,0.270,27,0.346,147,0.161,0,0.819,0.849,0.129,0.224,0.129,0.095,0.128,0.601,4.053,241.154
generations_240_alpha_0p1_mut_0p075_rho_0p3,generations,240,false,240,8,0.270,9,1.000,0.100,6.500,0.055,0.075,0.300,367,unsuccessful,flat,false,false,false,false,not_reached,not_reached,not_reached,127,0.281,29,0.418,138,0.173,0,0.761,0.836,0.168,0.273,0.168,0.105,0.255,0.551,3.598,243.770
generations_240_alpha_0p1_mut_0p075_rho_0p3,generations,240,false,240,8,0.270,9,1.000,0.100,6.500,0.055,0.075,0.300,364,unsuccessful,flat,false,false,false,false,not_reached,not_reached,not_reached,42,0.361,26,0.324,144,0.179,0,0.683,0.863,0.157,0.133,0.133,0.024,0.228,0.551,3.638,248.957
generations_240_alpha_0p1_mut_0p075_rho_0p3,generations,240,false,240,8,0.270,9,1.000,0.100,6.500,0.055,0.075,0.300,371,unsuccessful,flat,false,false,false,false,not_reached,not_reached,not_reached,56,0.348,125,0.355,60,0.151,0,0.805,0.876,0.236,0.200,0.200,0.036,0.182,0.578,3.832,244.384
generations_240_alpha_0p1_mut_0p075_rho_0p3,generations,240,false,240,8,0.270,9,1.000,0.100,6.500,0.055,0.075,0.300,369,unsuccessful,flat,false,false,false,false,not_reached,not_reached,not_reached,54,0.320,22,0.400,137,0.180,0,0.885,0.865,0.134,0.144,0.134,0.010,0.115,0.624,4.132,247.848
generations_240_alpha_0p1_mut_0p075_rho_0p3,generations,240,false,240,8,0.270,9,1.000,0.100,6.500,0.055,0.075,0.300,374,unsuccessful,flat,false,false,false,false,not_reached,not_reached,not_reached,50,0.450,19,0.371,65,0.157,0,0.757,0.864,0.229,0.329,0.229,0.100,0.101,0.561,3.774,244.834
