point,parameter,parameter_value,is_baseline,generations,food_site_count,food_site_width,food_site_capacity,food_value,vertical_comb_benefit,food_site_max_distance,travel_cost_per_distance,mutation_sd,transposition_mutation_correlation,seed,comparison_group,outcome,stable_vertical_gravity,reached_gravity,retained_vertical,collapsed,gravity_reach_generation,vertical_reach_generation,partial_tilt_generation,partial_transposition_generation,max_comb_tilt,max_comb_tilt_generation,max_min_transposition,max_min_transposition_generation,min_success,min_success_generation,final_directional_bias,final_attention,final_sender_transposition,final_receiver_transposition,final_min_transposition,final_transposition_gap,final_comb_tilt,final_success,final_payoff,elapsed_seconds
generations_480_alpha_0p1_mut_0p075_rho_0p3,generations,480,false,480,8,0.270,9,1.000,0.100,6.500,0.055,0.075,0.300,349,unsuccessful,flat,false,false,false,false,not_reached,not_reached,not_reached,25,0.380,226,0.407,410,0.156,0,0.690,0.789,0.134,0.156,0.134,0.022,0.185,0.591,3.780,497.504
generations_480_alpha_0p1_mut_0p075_rho_0p3,generations,480,false,480,8,0.270,9,1.000,0.100,6.500,0.055,0.075,0.300,348,unsuccessful,flat,false,false,false,false,not_reached,not_reached,not_reached,13,0.333,92,0.375,112,0.172,0,0.751,0.846,0.226,0.342,0.226,0.116,0.233,0.576,3.768,505.404
generations_480_alpha_0p1_mut_0p075_rho_0p3,generations,480,false,480,8,0.270,9,1.000,0.100,6.500,0.055,0.075,0.300,354,unsuccessful,flat,false,false,false,false,not_reached,not_reached,not_reached,45,0.322,29,0.394,76,0.167,0,0.804,0.781,0.190,0.324,0.190,0.134,0.162,0.558,3.543,497.908
generations_480_alpha_0p1_mut_0p075_rho_0p3,generations,480,false,480,8,0.270,9,1.000,0.100,6.500,0.055,0.075,0.300,351,unsuccessful,flat,false,false,false,false,not_reached,not_reached,not_reached,61,0.437,59,0.420,172,0.147,0,0.844,0.809,0.207,0.197,0.197,0.009,0.104,0.572,3.842,500.202
generations_480_alpha_0p1_mut_0p075_rho_0p3,generations,480,false,480,8,0.270,9,1.000,0.100,6.500,0.055,0.075,0.300,350,unsuccessful,flat,false,false,false,false,not_reached,not_reached,not_reached,43,0.407,22,0.357,149,0.166,0,0.796,0.819,0.170,0.370,0.170,0.201,0.135,0.595,3.917,502.249
generations_480_alpha_0p1_mut_0p075_rho_0p3,generations,480,false,480,8,0.270,9,1.000,0.100,6.500,0.055,0.075,0.300,353,unsuccessful,gravity_without_vertical,false,true,false,false,44,58,44,14,0.902,156,0.894,155,0.158,0,0.737,0.879,0.222,0.149,0.149,0.073,0.229,0.579,3.815,501.060
generations_480_alpha_0p1_mut_0p075_rho_0p3,generations,480,false,480,8,0.270,9,1.000,0.100,6.500,0.055,0.075,0.300,352,unsuccessful,flat,false,false,false,false,not_reached,not_reached,not_reached,49,0.324,268,0.367,296,0.160,0,0.753,0.801,0.140,0.168,0.140,0.029,0.165,0.574,3.794,503.640
generations_480_alpha_0p1_mut_0p075_rho_0p3,generations,480,false,480,8,0.270,9,1.000,0.100,6.500,0.055,0.075,0.300,357,unsuccessful,partial_transposition,false,false,false,false,not_reached,not_reached,not_reached,27,0.498,41,0.352,53,0.171,0,0.835,0.849,0.280,0.271,0.271,0.009,0.181,0.592,3.860,495.878
generations_480_alpha_0p1_mut_0p075_rho_0p3,generations,480,false,480,8,0.270,9,1.000,0.100,6.500,0.055,0.075,0.300,355,unsuccessful,flat,false,false,false,false,not_reached,not_reached,not_reached,16,0.383,30,0.427,52,0.154,0,0.723,0.810,0.182,0.335,0.182,0.153,0.121,0.583,3.810,502.755
generations_480_alpha_0p1_mut_0p075_rho_0p3,generations,480,false,480,8,0.270,9,1.000,0.100,6.500,0.055,0.075,0.300,358,unsuccessful,flat,false,false,false,false,not_reached,not_reached,not_reached,27,0.333,400,0.456,128,0.156,0,0.758,0.753,0.208,0.224,0.208,0.016,0.186,0.595,3.863,505.334
generations_480_alpha_0p1_mut_0p075_rho_0p3,generations,480,false,480,8,0.270,9,1.000,0.100,6.500,0.055,0.075,0.300,356,unsuccessful,flat,false,false,false,false,not_reached,not_reached,not_reached,48,0.301,22,0.392,129,0.169,0,0.792,0.787,0.248,0.278,0.248,0.030,0.203,0.576,3.748,508.767
generations_480_alpha_0p1_mut_0p075_rho_0p3,generations,480,false,480,8,0.270,9,1.000,0.100,6.500,0.055,0.075,0.300,359,unsuccessful,flat,false,false,false,false,not_reached,not_reached,not_reached,43,0.415,22,0.339,46,0.165,0,0.771,0.829,0.135,0.209,0.135,0.073,0.159,0.579,3.817,506.171
generations_480_alpha_0p1_mut_0p075_rho_0p3,generations,480,false,480,8,0.270,9,1.000,0.100,6.500,0.055,0.075,0.300,360,unsuccessful,flat,false,false,false,false,not_reached,not_reached,not_reached,22,0.379,89,0.385,448,0.170,0,0.837,0.805,0.148,0.252,0.148,0.104,0.155,0.586,3.882,493.917
generations_480_alpha_0p1_mut_0p075_rho_0p3,generations,480,false,480,8,0.270,9,1.000,0.100,6.500,0.055,0.075,0.300,361,unsuccessful,flat,false,false,false,false,not_reached,not_reached,not_reached,42,0.439,336,0.382,127,0.159,0,0.829,0.827,0.271,0.190,0.190,0.081,0.298,0.576,3.686,504.554
generations_480_alpha_0p1_mut_0p075_rho_0p3,generations,480,false,480,8,0.270,9,1.000,0.100,6.500,0.055,0.075,0.300,362,unsuccessful,flat,false,false,false,false,not_reached,not_reached,not_reached,36,0.336,429,0.386,375,0.174,0,0.868,0.817,0.207,0.155,0.155,0.052,0.216,0.589,3.937,502.671
generations_480_alpha_0p1_mut_0p075_rho_0p3,generations,480,false,480,8,0.270,9,1.000,0.100,6.500,0.055,0.075,0.300,363,unsuccessful,flat,false,false,false,false,not_reached,not_reached,not_reached,36,0.332,475,0.408,58,0.186,0,0.735,0.780,0.123,0.160,0.123,0.038,0.275,0.556,3.567,502.739
generations_480_alpha_0p1_mut_0p075_rho_0p3,generations,480,false,480,8,0.270,9,1.000,0.100,6.500,0.055,0.075,0.300,372,unsuccessful,partial_transposition,false,false,false,false,not_reached,not_reached,44,16,0.665,48,0.375,391,0.159,0,0.881,0.880,0.306,0.279,0.279,0.028,0.264,0.571,3.755,484.600
generations_480_alpha_0p1_mut_0p075_rho_0p3,generations,480,false,480,8,0.270,9,1.000,0.100,6.500,0.055,0.075,0.300,365,unsuccessful,flat,false,false,false,false,not_reached,not_reached,not_reached,72,0.362,31,0.326,449,0.164,0,0.886,0.827,0.168,0.238,0.168,0.070,0.130,0.601,4.022,498.896
generations_480_alpha_0p1_mut_0p075_rho_0p3,generations,480,false,480,8,0.270,9,1.000,0.100,6.500,0.055,0.075,0.300,368,unsuccessful,flat,false,false,false,false,not_reached,not_reached,not_reached,17,0.359,315,0.346,147,0.161,0,0.794,0.828,0.168,0.205,0.168,0.036,0.175,0.577,3.827,496.976
generations_480_alpha_0p1_mut_0p075_rho_0p3,generations,480,false,480,8,0.270,9,1.000,0.100,6.500,0.055,0.075,0.300,366,unsuccessful,flat,false,false,false,false,not_reached,not_reached,not_reached,37,0.354,320,0.413,102,0.168,0,0.769,0.828,0.188,0.242,0.188,0.055,0.139,0.588,3.902,498.740
generations_480_alpha_0p1_mut_0p075_rho_0p3,generations,480,false,480,8,0.270,9,1.000,0.100,6.500,0.055,0.075,0.300,364,unsuccessful,partial_transposition,false,false,false,false,not_reached,not_reached,not_reached,42,0.361,26,0.328,474,0.179,0,0.761,0.847,0.267,0.537,0.267,0.270,0.135,0.585,3.769,507.972
generations_480_alpha_0p1_mut_0p075_rho_0p3,generations,480,false,480,8,0.270,9,1.000,0.100,6.500,0.055,0.075,0.300,367,unsuccessful,flat,false,false,false,false,not_reached,not_reached,not_reached,127,0.307,243,0.418,138,0.173,0,0.854,0.893,0.182,0.222,0.182,0.040,0.123,0.585,4.061,505.695
generations_480_alpha_0p1_mut_0p075_rho_0p3,generations,480,false,480,8,0.270,9,1.000,0.100,6.500,0.055,0.075,0.300,369,unsuccessful,flat,false,false,false,false,not_reached,not_reached,not_reached,54,0.320,22,0.400,137,0.180,0,0.800,0.838,0.197,0.381,0.197,0.183,0.137,0.598,3.898,506.361
generations_480_alpha_0p1_mut_0p075_rho_0p3,generations,480,false,480,8,0.270,9,1.000,0.100,6.500,0.055,0.075,0.300,371,unsuccessful,flat,false,false,false,false,not_reached,not_reached,not_reached,56,0.348,125,0.373,372,0.151,0,0.754,0.828,0.170,0.141,0.141,0.028,0.268,0.571,3.758,503.146
generations_480_alpha_0p1_mut_0p075_rho_0p3,generations,480,false,480,8,0.270,9,1.000,0.100,6.500,0.055,0.075,0.300,370,unsuccessful,flat,false,false,false,false,not_reached,not_reached,not_reached,20,0.374,373,0.378,427,0.151,0,0.815,0.791,0.368,0.201,0.201,0.167,0.152,0.569,3.605,507.710
generations_480_alpha_0p1_mut_0p075_rho_0p3,generations,480,false,480,8,0.270,9,1.000,0.100,6.500,0.055,0.075,0.300,374,unsuccessful,flat,false,false,false,false,not_reached,not_reached,not_reached,50,0.450,19,0.396,369,0.157,0,0.833,0.851,0.156,0.173,0.156,0.017,0.165,0.596,4.018,503.788
generations_480_alpha_0p1_mut_0p075_rho_0p3,generations,480,false,480,8,0.270,9,1.000,0.100,6.500,0.055,0.075,0.300,373,unsuccessful,flat,false,false,false,false,not_reached,not_reached,not_reached,35,0.412,26,0.408,94,0.160,0,0.856,0.865,0.230,0.255,0.230,0.026,0.176,0.596,3.929,506.119
generations_480_alpha_0p1_mut_0p075_rho_0p3,generations,480,false,480,8,0.270,9,1.000,0.100,6.500,0.055,0.075,0.300,375,unsuccessful,flat,false,false,false,false,not_reached,not_reached,not_reached,14,0.334,464,0.429,119,0.159,0,0.805,0.886,0.127,0.173,0.127,0.046,0.236,0.598,4.031,510.292
generations_480_alpha_0p1_mut_0p075_rho_0p3,generations,480,false,480,8,0.270,9,1.000,0.100,6.500,0.055,0.075,0.300,376,unsuccessful,partial_transposition,false,false,false,false,not_reached,not_reached,not_reached,12,0.310,386,0.426,30,0.145,0,0.839,0.794,0.275,0.363,0.275,0.089,0.163,0.592,3.891,502.002
generations_480_alpha_0p1_mut_0p075_rho_0p3,generations,480,false,480,8,0.270,9,1.000,0.100,6.500,0.055,0.075,0.300,377,unsuccessful,flat,false,false,false,false,not_reached,not_reached,not_reached,34,0.346,32,0.360,344,0.158,0,0.837,0.829,0.224,0.211,0.211,0.013,0.177,0.589,3.901,506.881
generations_480_alpha_0p1_mut_0p075_rho_0p3,generations,480,false,480,8,0.270,9,1.000,0.100,6.500,0.055,0.075,0.300,378,unsuccessful,partial_transposition,false,false,false,false,not_reached,not_reached,not_reached,56,0.347,25,0.400,430,0.152,0,0.796,0.858,0.327,0.500,0.327,0.174,0.135,0.594,3.728,502.792
generations_480_alpha_0p1_mut_0p075_rho_0p3,generations,480,false,480,8,0.270,9,1.000,0.100,6.500,0.055,0.075,0.300,379,unsuccessful,partial_transposition,false,false,false,false,not_reached,not_reached,not_reached,34,0.432,438,0.365,202,0.161,0,0.866,0.776,0.334,0.265,0.265,0.068,0.120,0.555,3.656,502.112
generations_480_alpha_0p1_mut_0p075_rho_0p3,generations,480,false,480,8,0.270,9,1.000,0.100,6.500,0.055,0.075,0.300,381,unsuccessful,flat,false,false,false,false,not_reached,not_reached,not_reached,36,0.394,400,0.422,110,0.166,0,0.770,0.804,0.207,0.290,0.207,0.083,0.169,0.570,3.771,503.740
generations_480_alpha_0p1_mut_0p075_rho_0p3,generations,480,false,480,8,0.270,9,1.000,0.100,6.500,0.055,0.075,0.300,380,unsuccessful,flat,false,false,false,false,not_reached,not_reached,not_reached,50,0.338,128,0.396,178,0.172,0,0.770,0.878,0.199,0.301,0.199,0.101,0.155,0.590,3.854,505.728
generations_480_alpha_0p1_mut_0p075_rho_0p3,generations,480,false,480,8,0.270,9,1.000,0.100,6.500,0.055,0.075,0.300,383,unsuccessful,partial_transposition,false,false,false,false,not_reached,not_reached,not_reached,53,0.386,16,0.411,365,0.157,0,0.793,0.762,0.298,0.277,0.277,0.021,0.118,0.597,3.887,504.300
generations_480_alpha_0p1_mut_0p075_rho_0p3,generations,480,false,480,8,0.270,9,1.000,0.100,6.500,0.055,0.075,0.300,382,unsuccessful,partial_transposition,false,false,false,false,not_reached,not_reached,not_reached,97,0.370,29,0.408,428,0.160,0,0.772,0.893,0.334,0.264,0.264,0.071,0.142,0.574,3.782,508.534
generations_480_alpha_0p1_mut_0p075_rho_0p3,generations,480,false,480,8,0.270,9,1.000,0.100,6.500,0.055,0.075,0.300,388,unsuccessful,flat,false,false,false,false,not_reached,not_reached,not_reached,80,0.403,50,0.405,463,0.162,0,0.801,0.838,0.210,0.209,0.209,0.001,0.175,0.571,3.762,496.874
generations_480_alpha_0p1_mut_0p075_rho_0p3,generations,480,false,480,8,0.270,9,1.000,0.100,6.500,0.055,0.075,0.300,384,unsuccessful,flat,false,false,false,false,not_reached,not_reached,not_reached,24,0.311,232,0.386,80,0.154,0,0.761,0.829,0.176,0.250,0.176,0.074,0.212,0.572,3.769,508.236
generations_480_alpha_0p1_mut_0p075_rho_0p3,generations,480,false,480,8,0.270,9,1.000,0.100,6.500,0.055,0.075,0.300,385,unsuccessful,flat,false,false,false,false,not_reached,not_reached,not_reached,95,0.276,238,0.428,322,0.155,0,0.726,0.876,0.211,0.336,0.211,0.124,0.156,0.586,3.836,509.629
generations_480_alpha_0p1_mut_0p075_rho_0p3,generations,480,false,480,8,0.270,9,1.000,0.100,6.500,0.055,0.075,0.300,386,unsuccessful,flat,false,false,false,false,not_reached,not_reached,not_reached,19,0.343,15,0.452,33,0.163,0,0.844,0.807,0.238,0.203,0.203,0.035,0.137,0.598,3.930,508.002
generations_480_alpha_0p1_mut_0p075_rho_0p3,generations,480,false,480,8,0.270,9,1.000,0.100,6.500,0.055,0.075,0.300,387,unsuccessful,flat,false,false,false,false,not_reached,not_reached,not_reached,44,0.352,39,0.334,246,0.169,0,0.858,0.806,0.159,0.355,0.159,0.196,0.190,0.533,3.506,511.977
generations_480_alpha_0p1_mut_0p075_rho_0p3,generations,480,false,480,8,0.270,9,1.000,0.100,6.500,0.055,0.075,0.300,389,unsuccessful,partial_transposition,false,false,false,false,not_reached,not_reached,not_reached,48,0.333,187,0.328,258,0.151,0,0.878,0.841,0.272,0.288,0.272,0.016,0.148,0.573,3.764,508.093
generations_480_alpha_0p1_mut_0p075_rho_0p3,generations,480,false,480,8,0.270,9,1.000,0.100,6.500,0.055,0.075,0.300,390,unsuccessful,flat,false,false,false,false,not_reached,not_reached,not_reached,65,0.293,401,0.386,159,0.159,0,0.886,0.831,0.222,0.207,0.207,0.015,0.189,0.549,3.643,512.321
generations_480_alpha_0p1_mut_0p075_rho_0p3,generations,480,false,480,8,0.270,9,1.000,0.100,6.500,0.055,0.075,0.300,391,unsuccessful,flat,false,false,false,false,not_reached,not_reached,not_reached,21,0.353,408,0.465,308,0.157,0,0.726,0.783,0.176,0.372,0.176,0.196,0.220,0.563,3.742,505.901
generations_480_alpha_0p1_mut_0p075_rho_0p3,generations,480,false,480,8,0.270,9,1.000,0.100,6.500,0.055,0.075,0.300,392,unsuccessful,partial_transposition,false,false,false,false,not_reached,not_reached,not_reached,53,0.390,54,0.437,402,0.162,0,0.751,0.836,0.365,0.353,0.353,0.012,0.263,0.569,3.563,500.668
generations_480_alpha_0p1_mut_0p075_rho_0p3,generations,480,false,480,8,0.270,9,1.000,0.100,6.500,0.055,0.075,0.300,393,unsuccessful,flat,false,false,false,false,not_reached,not_reached,34,33,0.544,34,0.384,234,0.182,0,0.826,0.873,0.116,0.102,0.102,0.014,0.111,0.621,4.225,505.047
generations_480_alpha_0p1_mut_0p075_rho_0p3,generations,480,false,480,8,0.270,9,1.000,0.100,6.500,0.055,0.075,0.300,394,unsuccessful,partial_transposition,false,false,false,false,not_reached,not_reached,not_reached,65,0.364,334,0.386,451,0.157,0,0.884,0.775,0.288,0.284,0.284,0.004,0.303,0.565,3.442,508.027
generations_480_alpha_0p1_mut_0p075_rho_0p3,generations,480,false,480,8,0.270,9,1.000,0.100,6.500,0.055,0.075,0.300,395,unsuccessful,flat,false,false,false,false,not_reached,not_reached,not_reached,58,0.306,96,0.441,249,0.168,0,0.708,0.826,0.187,0.166,0.166,0.022,0.140,0.564,3.745,507.514
generations_480_alpha_0p1_mut_0p075_rho_0p3,generations,480,false,480,8,0.270,9,1.000,0.100,6.500,0.055,0.075,0.300,397,unsuccessful,flat,false,false,false,false,not_reached,not_reached,not_reached,17,0.370,343,0.396,144,0.148,0,0.797,0.913,0.224,0.326,0.224,0.102,0.112,0.622,4.234,501.655
generations_480_alpha_0p1_mut_0p075_rho_0p3,generations,480,false,480,8,0.270,9,1.000,0.100,6.500,0.055,0.075,0.300,398,unsuccessful,flat,false,false,false,false,not_reached,not_reached,not_reached,19,0.286,456,0.500,25,0.171,0,0.832,0.891,0.234,0.325,0.234,0.090,0.094,0.567,3.806,501.446
generations_480_alpha_0p1_mut_0p075_rho_0p3,generations,480,false,480,8,0.270,9,1.000,0.100,6.500,0.055,0.075,0.300,396,unsuccessful,gravity_without_vertical,false,true,false,false,36,not_reached,not_reached,29,0.341,87,0.537,38,0.186,0,0.863,0.707,0.337,0.349,0.337,0.012,0.102,0.560,3.635,506.024
generations_480_alpha_0p1_mut_0p075_rho_0p3,generations,480,false,480,8,0.270,9,1.000,0.100,6.500,0.055,0.075,0.300,399,unsuccessful,flat,false,false,false,false,not_reached,not_reached,not_reached,66,0.479,28,0.392,464,0.189,0,0.768,0.809,0.154,0.222,0.154,0.068,0.168,0.581,3.746,503.593
generations_960_alpha_0p1_mut_0p075_rho_0p3,generations,960,false,960,8,0.270,9,1.000,0.100,6.500,0.055,0.075,0.300,300,unsuccessful,flat,false,false,false,false,not_reached,not_reached,25,19,0.688,35,0.398,516,0.153,0,0.856,0.707,0.199,0.155,0.155,0.044,0.169,0.579,3.819,1018.322
generations_960_alpha_0p1_mut_0p075_rho_0p3,generations,960,false,960,8,0.270,9,1.000,0.100,6.500,0.055,0.075,0.300,304,unsuccessful,partial_transposition,false,false,false,false,not_reached,not_reached,not_reached,19,0.445,662,0.391,189,0.165,0,0.745,0.779,0.306,0.361,0.306,0.055,0.150,0.587,3.797,1010.820
generations_960_alpha_0p1_mut_0p075_rho_0p3,generations,960,false,960,8,0.270,9,1.000,0.100,6.500,0.055,0.075,0.300,301,unsuccessful,flat,false,false,false,false,not_reached,not_reached,not_reached,28,0.318,315,0.388,757,0.155,0,0.741,0.790,0.238,0.324,0.238,0.086,0.223,0.537,3.431,1023.642
generations_960_alpha_0p1_mut_0p075_rho_0p3,generations,960,false,960,8,0.270,9,1.000,0.100,6.500,0.055,0.075,0.300,302,unsuccessful,flat,false,false,false,false,not_reached,not_reached,not_reached,27,0.360,285,0.407,40,0.160,0,0.887,0.774,0.163,0.274,0.163,0.111,0.181,0.575,3.775,1022.097
generations_960_alpha_0p1_mut_0p075_rho_0p3,generations,960,false,960,8,0.270,9,1.000,0.100,6.500,0.055,0.075,0.300,303,unsuccessful,flat,false,false,false,false,not_reached,not_reached,not_reached,27,0.371,39,0.371,433,0.168,0,0.824,0.805,0.250,0.250,0.250,0.000,0.200,0.602,3.902,1024.818
generations_960_alpha_0p1_mut_0p075_rho_0p3,generations,960,false,960,8,0.270,9,1.000,0.100,6.500,0.055,0.075,0.300,306,unsuccessful,gravity_without_vertical,false,true,false,false,580,not_reached,not_reached,29,0.397,562,0.516,956,0.168,0,0.716,0.856,0.500,0.484,0.484,0.016,0.100,0.587,3.767,1009.005
generations_960_alpha_0p1_mut_0p075_rho_0p3,generations,960,false,960,8,0.270,9,1.000,0.100,6.500,0.055,0.075,0.300,305,unsuccessful,flat,false,false,false,false,not_reached,not_reached,not_reached,27,0.421,101,0.490,276,0.183,0,0.793,0.800,0.161,0.327,0.161,0.166,0.155,0.565,3.664,1028.629
generations_960_alpha_0p1_mut_0p075_rho_0p3,generations,960,false,960,8,0.270,9,1.000,0.100,6.500,0.055,0.075,0.300,307,unsuccessful,flat,false,false,false,false,not_reached,not_reached,not_reached,52,0.326,36,0.455,254,0.162,0,0.909,0.869,0.112,0.157,0.112,0.044,0.141,0.597,4.106,1028.864
generations_960_alpha_0p1_mut_0p075_rho_0p3,generations,960,false,960,8,0.270,9,1.000,0.100,6.500,0.055,0.075,0.300,308,unsuccessful,partial_transposition,false,false,false,false,not_reached,not_reached,not_reached,81,0.366,842,0.406,489,0.173,0,0.764,0.853,0.283,0.372,0.283,0.089,0.213,0.591,3.869,1008.736
generations_960_alpha_0p1_mut_0p075_rho_0p3,generations,960,false,960,8,0.270,9,1.000,0.100,6.500,0.055,0.075,0.300,309,unsuccessful,flat,false,false,false,false,not_reached,not_reached,not_reached,26,0.300,945,0.428,505,0.166,0,0.877,0.805,0.206,0.183,0.183,0.023,0.131,0.597,3.905,1021.959
generations_960_alpha_0p1_mut_0p075_rho_0p3,generations,960,false,960,8,0.270,9,1.000,0.100,6.500,0.055,0.075,0.300,310,unsuccessful,flat,false,false,false,false,not_reached,not_reached,not_reached,17,0.476,43,0.353,175,0.166,0,0.743,0.892,0.168,0.361,0.168,0.193,0.168,0.552,3.542,1020.779
generations_960_alpha_0p1_mut_0p075_rho_0p3,generations,960,false,960,8,0.270,9,1.000,0.100,6.500,0.055,0.075,0.300,311,unsuccessful,flat,false,false,false,false,not_reached,not_reached,not_reached,22,0.390,67,0.444,66,0.176,0,0.744,0.769,0.170,0.229,0.170,0.059,0.247,0.558,3.512,1025.150
generations_960_alpha_0p1_mut_0p075_rho_0p3,generations,960,false,960,8,0.270,9,1.000,0.100,6.500,0.055,0.075,0.300,313,unsuccessful,partial_transposition,false,false,false,false,not_reached,not_reached,not_reached,29,0.309,240,0.447,169,0.162,0,0.851,0.770,0.325,0.491,0.325,0.167,0.209,0.542,3.256,1015.861
generations_960_alpha_0p1_mut_0p075_rho_0p3,generations,960,false,960,8,0.270,9,1.000,0.100,6.500,0.055,0.075,0.300,312,unsuccessful,flat,false,false,false,false,not_reached,not_reached,23,26,0.524,23,0.411,43,0.158,0,0.761,0.788,0.174,0.277,0.174,0.103,0.159,0.606,3.952,1019.730
generations_960_alpha_0p1_mut_0p075_rho_0p3,generations,960,false,960,8,0.270,9,1.000,0.100,6.500,0.055,0.075,0.300,315,unsuccessful,flat,false,false,false,false,not_reached,not_reached,not_reached,128,0.377,40,0.403,767,0.167,0,0.803,0.765,0.155,0.253,0.155,0.097,0.134,0.602,3.984,1017.167
generations_960_alpha_0p1_mut_0p075_rho_0p3,generations,960,false,960,8,0.270,9,1.000,0.100,6.500,0.055,0.075,0.300,314,unsuccessful,flat,false,false,false,false,not_reached,not_reached,not_reached,65,0.340,639,0.383,789,0.165,0,0.900,0.788,0.218,0.116,0.116,0.103,0.115,0.592,3.932,1022.748
generations_960_alpha_0p1_mut_0p075_rho_0p3,generations,960,false,960,8,0.270,9,1.000,0.100,6.500,0.055,0.075,0.300,316,unsuccessful,partial_transposition,false,false,false,false,not_reached,not_reached,not_reached,53,0.388,40,0.334,593,0.174,0,0.873,0.834,0.302,0.260,0.260,0.042,0.092,0.559,3.725,1019.559
generations_960_alpha_0p1_mut_0p075_rho_0p3,generations,960,false,960,8,0.270,9,1.000,0.100,6.500,0.055,0.075,0.300,317,unsuccessful,flat,false,false,false,false,not_reached,not_reached,not_reached,37,0.400,113,0.388,49,0.157,0,0.756,0.895,0.162,0.097,0.097,0.066,0.175,0.599,3.972,1023.188
generations_960_alpha_0p1_mut_0p075_rho_0p3,generations,960,false,960,8,0.270,9,1.000,0.100,6.500,0.055,0.075,0.300,319,unsuccessful,partial_transposition,false,false,false,false,not_reached,not_reached,not_reached,23,0.336,256,0.448,707,0.182,0,0.738,0.803,0.262,0.272,0.262,0.010,0.113,0.594,3.891,1018.514
generations_960_alpha_0p1_mut_0p075_rho_0p3,generations,960,false,960,8,0.270,9,1.000,0.100,6.500,0.055,0.075,0.300,318,unsuccessful,flat,false,false,false,false,not_reached,not_reached,not_reached,41,0.365,944,0.404,358,0.146,0,0.776,0.924,0.125,0.212,0.125,0.087,0.203,0.600,3.938,1027.734
generations_960_alpha_0p1_mut_0p075_rho_0p3,generations,960,false,960,8,0.270,9,1.000,0.100,6.500,0.055,0.075,0.300,320,unsuccessful,partial_transposition,false,false,false,false,not_reached,not_reached,not_reached,24,0.347,21,0.435,652,0.158,0,0.851,0.845,0.304,0.396,0.304,0.092,0.163,0.591,3.943,1029.272
generations_960_alpha_0p1_mut_0p075_rho_0p3,generations,960,false,960,8,0.270,9,1.000,0.100,6.500,0.055,0.075,0.300,321,unsuccessful,flat,false,false,false,false,not_reached,not_reached,not_reached,23,0.369,716,0.334,801,0.177,0,0.764,0.813,0.212,0.284,0.212,0.073,0.181,0.588,3.905,1028.460
generations_960_alpha_0p1_mut_0p075_rho_0p3,generations,960,false,960,8,0.270,9,1.000,0.100,6.500,0.055,0.075,0.300,322,unsuccessful,flat,false,false,false,false,not_reached,not_reached,not_reached,43,0.353,678,0.422,768,0.161,0,0.821,0.818,0.247,0.416,0.247,0.169,0.177,0.587,3.774,1025.851
