point,parameter,parameter_value,is_baseline,generations,food_site_count,food_site_width,food_site_capacity,food_value,vertical_comb_benefit,food_site_max_distance,travel_cost_per_distance,mutation_sd,transposition_mutation_correlation,seed,comparison_group,outcome,stable_vertical_gravity,reached_gravity,retained_vertical,collapsed,gravity_reach_generation,vertical_reach_generation,partial_tilt_generation,partial_transposition_generation,max_comb_tilt,max_comb_tilt_generation,max_min_transposition,max_min_transposition_generation,min_success,min_success_generation,final_directional_bias,final_attention,final_sender_transposition,final_receiver_transposition,final_min_transposition,final_transposition_gap,final_comb_tilt,final_success,final_payoff,elapsed_seconds
generations_960_alpha_0p1_mut_0p075_rho_0p3,generations,960,false,960,8,0.270,9,1.000,0.100,6.500,0.055,0.075,0.300,323,unsuccessful,partial_transposition,false,false,false,false,not_reached,not_reached,not_reached,47,0.301,540,0.462,257,0.172,0,0.883,0.885,0.298,0.344,0.298,0.046,0.157,0.587,3.889,1028.296
generations_960_alpha_0p1_mut_0p075_rho_0p3,generations,960,false,960,8,0.270,9,1.000,0.100,6.500,0.055,0.075,0.300,324,unsuccessful,flat,false,false,false,false,not_reached,not_reached,not_reached,22,0.477,892,0.405,139,0.145,0,0.816,0.758,0.198,0.328,0.198,0.130,0.174,0.563,3.569,1010.494
generations_960_alpha_0p1_mut_0p075_rho_0p3,generations,960,false,960,8,0.270,9,1.000,0.100,6.500,0.055,0.075,0.300,326,unsuccessful,gravity_without_vertical,false,true,false,false,488,not_reached,not_reached,33,0.490,72,0.531,488,0.176,0,0.908,0.829,0.147,0.318,0.147,0.171,0.231,0.579,3.792,1011.299
generations_960_alpha_0p1_mut_0p075_rho_0p3,generations,960,false,960,8,0.270,9,1.000,0.100,6.500,0.055,0.075,0.300,325,unsuccessful,flat,false,false,false,false,not_reached,not_reached,not_reached,39,0.351,702,0.420,324,0.167,0,0.866,0.812,0.240,0.317,0.240,0.077,0.150,0.578,3.830,1024.816
generations_960_alpha_0p1_mut_0p075_rho_0p3,generations,960,false,960,8,0.270,9,1.000,0.100,6.500,0.055,0.075,0.300,327,unsuccessful,flat,false,false,false,false,not_reached,not_reached,not_reached,20,0.362,795,0.415,39,0.164,0,0.844,0.829,0.219,0.197,0.197,0.022,0.164,0.593,3.903,1014.607
generations_960_alpha_0p1_mut_0p075_rho_0p3,generations,960,false,960,8,0.270,9,1.000,0.100,6.500,0.055,0.075,0.300,328,unsuccessful,flat,false,false,false,false,not_reached,not_reached,not_reached,17,0.434,47,0.441,506,0.168,0,0.799,0.798,0.187,0.223,0.187,0.037,0.202,0.597,3.909,1009.206
generations_960_alpha_0p1_mut_0p075_rho_0p3,generations,960,false,960,8,0.270,9,1.000,0.100,6.500,0.055,0.075,0.300,329,unsuccessful,flat,false,false,false,false,not_reached,not_reached,not_reached,63,0.473,44,0.435,926,0.165,0,0.809,0.849,0.171,0.236,0.171,0.064,0.301,0.586,3.767,1010.441
generations_960_alpha_0p1_mut_0p075_rho_0p3,generations,960,false,960,8,0.270,9,1.000,0.100,6.500,0.055,0.075,0.300,331,unsuccessful,flat,false,false,false,false,not_reached,not_reached,not_reached,17,0.425,37,0.418,157,0.173,0,0.734,0.727,0.216,0.166,0.166,0.049,0.232,0.570,3.673,1015.327
generations_960_alpha_0p1_mut_0p075_rho_0p3,generations,960,false,960,8,0.270,9,1.000,0.100,6.500,0.055,0.075,0.300,330,unsuccessful,flat,false,false,false,false,not_reached,not_reached,not_reached,23,0.327,761,0.425,509,0.158,0,0.756,0.750,0.188,0.201,0.188,0.013,0.153,0.580,3.782,1017.630
generations_960_alpha_0p1_mut_0p075_rho_0p3,generations,960,false,960,8,0.270,9,1.000,0.100,6.500,0.055,0.075,0.300,332,unsuccessful,flat,false,false,false,false,not_reached,not_reached,not_reached,18,0.361,17,0.396,670,0.166,0,0.861,0.835,0.234,0.224,0.224,0.010,0.276,0.568,3.705,1026.745
generations_960_alpha_0p1_mut_0p075_rho_0p3,generations,960,false,960,8,0.270,9,1.000,0.100,6.500,0.055,0.075,0.300,333,unsuccessful,flat,false,false,false,false,not_reached,not_reached,not_reached,29,0.367,446,0.401,425,0.166,0,0.833,0.772,0.159,0.294,0.159,0.135,0.206,0.580,3.774,1022.397
generations_960_alpha_0p1_mut_0p075_rho_0p3,generations,960,false,960,8,0.270,9,1.000,0.100,6.500,0.055,0.075,0.300,335,unsuccessful,flat,false,false,false,false,not_reached,not_reached,not_reached,29,0.425,61,0.384,840,0.152,0,0.785,0.808,0.253,0.150,0.150,0.103,0.157,0.600,4.010,1021.322
generations_960_alpha_0p1_mut_0p075_rho_0p3,generations,960,false,960,8,0.270,9,1.000,0.100,6.500,0.055,0.075,0.300,334,unsuccessful,flat,false,false,false,false,not_reached,not_reached,not_reached,28,0.350,611,0.437,561,0.164,0,0.837,0.881,0.177,0.197,0.177,0.019,0.177,0.601,4.033,1027.675
generations_960_alpha_0p1_mut_0p075_rho_0p3,generations,960,false,960,8,0.270,9,1.000,0.100,6.500,0.055,0.075,0.300,336,unsuccessful,flat,false,false,false,false,not_reached,not_reached,not_reached,79,0.290,543,0.406,648,0.153,0,0.639,0.725,0.243,0.333,0.243,0.090,0.179,0.583,3.654,1024.733
generations_960_alpha_0p1_mut_0p075_rho_0p3,generations,960,false,960,8,0.270,9,1.000,0.100,6.500,0.055,0.075,0.300,337,unsuccessful,partial_transposition,false,false,false,false,not_reached,not_reached,not_reached,24,0.336,260,0.470,380,0.161,0,0.849,0.837,0.356,0.336,0.336,0.020,0.101,0.578,3.643,1023.197
generations_960_alpha_0p1_mut_0p075_rho_0p3,generations,960,false,960,8,0.270,9,1.000,0.100,6.500,0.055,0.075,0.300,338,unsuccessful,flat,false,false,false,false,not_reached,not_reached,not_reached,68,0.375,764,0.392,598,0.164,0,0.873,0.797,0.361,0.146,0.146,0.215,0.223,0.592,3.824,1020.594
generations_960_alpha_0p1_mut_0p075_rho_0p3,generations,960,false,960,8,0.270,9,1.000,0.100,6.500,0.055,0.075,0.300,339,unsuccessful,flat,false,false,false,false,not_reached,not_reached,not_reached,50,0.494,32,0.478,59,0.154,0,0.713,0.790,0.215,0.279,0.215,0.064,0.164,0.571,3.750,1021.684
generations_960_alpha_0p1_mut_0p075_rho_0p3,generations,960,false,960,8,0.270,9,1.000,0.100,6.500,0.055,0.075,0.300,340,unsuccessful,flat,false,false,false,false,not_reached,not_reached,not_reached,22,0.355,842,0.441,145,0.169,0,0.834,0.848,0.303,0.153,0.153,0.150,0.161,0.581,3.818,1015.608
generations_960_alpha_0p1_mut_0p075_rho_0p3,generations,960,false,960,8,0.270,9,1.000,0.100,6.500,0.055,0.075,0.300,341,unsuccessful,flat,false,false,false,false,not_reached,not_reached,not_reached,38,0.349,814,0.386,123,0.168,0,0.788,0.751,0.157,0.202,0.157,0.045,0.149,0.564,3.621,1016.588
generations_960_alpha_0p1_mut_0p075_rho_0p3,generations,960,false,960,8,0.270,9,1.000,0.100,6.500,0.055,0.075,0.300,342,unsuccessful,partial_transposition,false,false,false,false,not_reached,not_reached,not_reached,49,0.419,31,0.423,668,0.163,0,0.869,0.819,0.284,0.311,0.284,0.027,0.127,0.600,3.880,1021.286
generations_960_alpha_0p1_mut_0p075_rho_0p3,generations,960,false,960,8,0.270,9,1.000,0.100,6.500,0.055,0.075,0.300,343,unsuccessful,flat,false,false,false,false,not_reached,not_reached,not_reached,20,0.370,589,0.489,619,0.154,0,0.679,0.902,0.322,0.223,0.223,0.098,0.148,0.558,3.583,1019.408
generations_960_alpha_0p1_mut_0p075_rho_0p3,generations,960,false,960,8,0.270,9,1.000,0.100,6.500,0.055,0.075,0.300,344,unsuccessful,flat,false,false,false,false,not_reached,not_reached,not_reached,20,0.297,22,0.362,899,0.161,0,0.747,0.833,0.237,0.180,0.180,0.057,0.197,0.599,3.906,1013.838
generations_960_alpha_0p1_mut_0p075_rho_0p3,generations,960,false,960,8,0.270,9,1.000,0.100,6.500,0.055,0.075,0.300,346,unsuccessful,flat,false,false,false,false,not_reached,not_reached,29,20,0.683,55,0.394,750,0.168,0,0.753,0.816,0.234,0.174,0.174,0.060,0.163,0.592,3.849,1012.554
generations_960_alpha_0p1_mut_0p075_rho_0p3,generations,960,false,960,8,0.270,9,1.000,0.100,6.500,0.055,0.075,0.300,345,successful,success,true,true,true,false,707,723,708,25,0.941,939,0.904,926,0.173,0,0.798,0.796,0.848,0.840,0.840,0.008,0.873,0.585,3.992,1024.786
generations_960_alpha_0p1_mut_0p075_rho_0p3,generations,960,false,960,8,0.270,9,1.000,0.100,6.500,0.055,0.075,0.300,347,unsuccessful,flat,false,false,false,false,not_reached,not_reached,not_reached,144,0.335,24,0.347,519,0.160,0,0.852,0.810,0.232,0.231,0.231,0.001,0.177,0.595,3.934,1022.669
generations_960_alpha_0p1_mut_0p075_rho_0p3,generations,960,false,960,8,0.270,9,1.000,0.100,6.500,0.055,0.075,0.300,348,unsuccessful,flat,false,false,false,false,not_reached,not_reached,not_reached,13,0.350,785,0.416,795,0.172,0,0.856,0.820,0.233,0.130,0.130,0.103,0.215,0.589,3.936,1021.160
generations_960_alpha_0p1_mut_0p075_rho_0p3,generations,960,false,960,8,0.270,9,1.000,0.100,6.500,0.055,0.075,0.300,349,unsuccessful,flat,false,false,false,false,not_reached,not_reached,not_reached,25,0.380,226,0.407,410,0.156,0,0.808,0.789,0.192,0.224,0.192,0.031,0.376,0.569,3.591,1019.916
generations_960_alpha_0p1_mut_0p075_rho_0p3,generations,960,false,960,8,0.270,9,1.000,0.100,6.500,0.055,0.075,0.300,350,unsuccessful,partial_transposition,false,false,false,false,not_reached,not_reached,not_reached,43,0.407,22,0.408,521,0.166,0,0.728,0.873,0.304,0.448,0.304,0.144,0.203,0.556,3.431,1017.636
generations_960_alpha_0p1_mut_0p075_rho_0p3,generations,960,false,960,8,0.270,9,1.000,0.100,6.500,0.055,0.075,0.300,351,unsuccessful,flat,false,false,false,false,not_reached,not_reached,not_reached,61,0.437,59,0.444,897,0.147,0,0.869,0.886,0.255,0.223,0.223,0.032,0.142,0.597,4.045,1019.298
generations_960_alpha_0p1_mut_0p075_rho_0p3,generations,960,false,960,8,0.270,9,1.000,0.100,6.500,0.055,0.075,0.300,353,unsuccessful,gravity_without_vertical,false,true,false,false,44,58,44,14,0.902,156,0.894,155,0.158,0,0.779,0.851,0.186,0.228,0.186,0.042,0.208,0.600,3.910,1021.622
generations_960_alpha_0p1_mut_0p075_rho_0p3,generations,960,false,960,8,0.270,9,1.000,0.100,6.500,0.055,0.075,0.300,352,unsuccessful,partial_transposition,false,false,false,false,not_reached,not_reached,not_reached,49,0.352,532,0.367,296,0.160,0,0.699,0.881,0.280,0.331,0.280,0.050,0.126,0.570,3.646,1026.033
generations_960_alpha_0p1_mut_0p075_rho_0p3,generations,960,false,960,8,0.270,9,1.000,0.100,6.500,0.055,0.075,0.300,354,unsuccessful,flat,false,false,false,false,not_reached,not_reached,not_reached,45,0.322,29,0.394,76,0.167,0,0.788,0.769,0.202,0.188,0.188,0.014,0.272,0.568,3.610,1021.525
generations_960_alpha_0p1_mut_0p075_rho_0p3,generations,960,false,960,8,0.270,9,1.000,0.100,6.500,0.055,0.075,0.300,355,unsuccessful,flat,false,false,false,false,not_reached,not_reached,not_reached,16,0.383,30,0.427,52,0.154,0,0.798,0.795,0.165,0.275,0.165,0.110,0.141,0.565,3.717,1022.507
generations_960_alpha_0p1_mut_0p075_rho_0p3,generations,960,false,960,8,0.270,9,1.000,0.100,6.500,0.055,0.075,0.300,356,unsuccessful,flat,false,false,false,false,not_reached,not_reached,not_reached,48,0.305,861,0.392,129,0.169,0,0.836,0.780,0.174,0.193,0.174,0.019,0.177,0.590,3.847,1015.750
generations_960_alpha_0p1_mut_0p075_rho_0p3,generations,960,false,960,8,0.270,9,1.000,0.100,6.500,0.055,0.075,0.300,357,unsuccessful,partial_transposition,false,false,false,false,not_reached,not_reached,not_reached,27,0.498,41,0.427,623,0.171,0,0.871,0.852,0.309,0.475,0.309,0.166,0.159,0.591,3.923,1008.964
generations_960_alpha_0p1_mut_0p075_rho_0p3,generations,960,false,960,8,0.270,9,1.000,0.100,6.500,0.055,0.075,0.300,358,unsuccessful,flat,false,false,false,false,not_reached,not_reached,not_reached,27,0.333,400,0.456,128,0.156,0,0.829,0.787,0.114,0.485,0.114,0.370,0.134,0.580,3.728,1020.305
generations_960_alpha_0p1_mut_0p075_rho_0p3,generations,960,false,960,8,0.270,9,1.000,0.100,6.500,0.055,0.075,0.300,359,unsuccessful,flat,false,false,false,false,not_reached,not_reached,not_reached,43,0.415,22,0.408,710,0.165,0,0.829,0.754,0.292,0.209,0.209,0.082,0.183,0.551,3.592,1022.405
generations_960_alpha_0p1_mut_0p075_rho_0p3,generations,960,false,960,8,0.270,9,1.000,0.100,6.500,0.055,0.075,0.300,360,unsuccessful,flat,false,false,false,false,not_reached,not_reached,not_reached,22,0.379,89,0.387,719,0.170,0,0.892,0.900,0.234,0.305,0.234,0.071,0.173,0.602,4.009,1006.065
generations_960_alpha_0p1_mut_0p075_rho_0p3,generations,960,false,960,8,0.270,9,1.000,0.100,6.500,0.055,0.075,0.300,362,unsuccessful,flat,false,false,false,false,not_reached,not_reached,not_reached,36,0.350,706,0.386,375,0.174,0,0.882,0.857,0.173,0.200,0.173,0.027,0.149,0.594,3.965,1017.245
generations_960_alpha_0p1_mut_0p075_rho_0p3,generations,960,false,960,8,0.270,9,1.000,0.100,6.500,0.055,0.075,0.300,361,unsuccessful,flat,false,false,false,false,not_reached,not_reached,not_reached,42,0.439,336,0.428,952,0.159,0,0.651,0.836,0.215,0.216,0.215,0.000,0.125,0.558,3.668,1026.273
generations_960_alpha_0p1_mut_0p075_rho_0p3,generations,960,false,960,8,0.270,9,1.000,0.100,6.500,0.055,0.075,0.300,363,unsuccessful,flat,false,false,false,false,not_reached,not_reached,not_reached,36,0.341,932,0.408,58,0.186,0,0.871,0.893,0.167,0.319,0.167,0.151,0.163,0.607,4.011,1018.002
generations_960_alpha_0p1_mut_0p075_rho_0p3,generations,960,false,960,8,0.270,9,1.000,0.100,6.500,0.055,0.075,0.300,365,unsuccessful,flat,false,false,false,false,not_reached,not_reached,not_reached,72,0.362,31,0.385,879,0.164,0,0.869,0.843,0.128,0.192,0.128,0.064,0.244,0.594,3.926,1016.099
generations_960_alpha_0p1_mut_0p075_rho_0p3,generations,960,false,960,8,0.270,9,1.000,0.100,6.500,0.055,0.075,0.300,366,unsuccessful,flat,false,false,false,false,not_reached,not_reached,not_reached,37,0.354,320,0.478,600,0.168,0,0.742,0.847,0.192,0.217,0.192,0.025,0.160,0.603,4.020,1019.572
generations_960_alpha_0p1_mut_0p075_rho_0p3,generations,960,false,960,8,0.270,9,1.000,0.100,6.500,0.055,0.075,0.300,364,unsuccessful,flat,false,false,false,false,not_reached,not_reached,not_reached,42,0.391,780,0.393,544,0.179,0,0.829,0.834,0.140,0.238,0.140,0.098,0.190,0.573,3.751,1026.297
generations_960_alpha_0p1_mut_0p075_rho_0p3,generations,960,false,960,8,0.270,9,1.000,0.100,6.500,0.055,0.075,0.300,368,unsuccessful,flat,false,false,false,false,not_reached,not_reached,not_reached,17,0.359,315,0.374,800,0.161,0,0.830,0.742,0.179,0.269,0.179,0.090,0.145,0.590,3.789,1004.032
generations_960_alpha_0p1_mut_0p075_rho_0p3,generations,960,false,960,8,0.270,9,1.000,0.100,6.500,0.055,0.075,0.300,367,unsuccessful,flat,false,false,false,false,not_reached,not_reached,not_reached,127,0.307,243,0.418,138,0.173,0,0.748,0.798,0.265,0.146,0.146,0.119,0.139,0.589,3.896,1026.485
generations_960_alpha_0p1_mut_0p075_rho_0p3,generations,960,false,960,8,0.270,9,1.000,0.100,6.500,0.055,0.075,0.300,369,unsuccessful,flat,false,false,false,false,not_reached,not_reached,not_reached,54,0.384,829,0.400,137,0.180,0,0.647,0.897,0.249,0.352,0.249,0.103,0.214,0.586,3.752,1029.912
generations_960_alpha_0p1_mut_0p075_rho_0p3,generations,960,false,960,8,0.270,9,1.000,0.100,6.500,0.055,0.075,0.300,371,unsuccessful,partial_transposition,false,false,false,false,not_reached,not_reached,not_reached,56,0.361,618,0.464,772,0.151,0,0.728,0.879,0.292,0.255,0.255,0.037,0.143,0.563,3.767,1021.178
generations_960_alpha_0p1_mut_0p075_rho_0p3,generations,960,false,960,8,0.270,9,1.000,0.100,6.500,0.055,0.075,0.300,370,unsuccessful,partial_transposition,false,false,false,false,not_reached,not_reached,not_reached,20,0.374,373,0.411,831,0.151,0,0.835,0.869,0.307,0.356,0.307,0.049,0.246,0.594,3.893,1033.843
generations_960_alpha_0p1_mut_0p075_rho_0p3,generations,960,false,960,8,0.270,9,1.000,0.100,6.500,0.055,0.075,0.300,372,unsuccessful,gravity_without_vertical,false,true,false,false,716,not_reached,44,16,0.665,48,0.644,723,0.159,0,0.800,0.859,0.207,0.162,0.162,0.045,0.192,0.588,3.848,999.979
generations_960_alpha_0p1_mut_0p075_rho_0p3,generations,960,false,960,8,0.270,9,1.000,0.100,6.500,0.055,0.075,0.300,373,unsuccessful,flat,false,false,false,false,not_reached,not_reached,not_reached,35,0.412,26,0.408,94,0.160,0,0.840,0.833,0.214,0.355,0.214,0.141,0.208,0.568,3.738,1024.674
generations_960_alpha_0p1_mut_0p075_rho_0p3,generations,960,false,960,8,0.270,9,1.000,0.100,6.500,0.055,0.075,0.300,374,unsuccessful,flat,false,false,false,false,not_reached,not_reached,not_reached,50,0.450,19,0.431,827,0.157,0,0.887,0.818,0.200,0.279,0.200,0.079,0.162,0.592,3.788,1025.260
generations_960_alpha_0p1_mut_0p075_rho_0p3,generations,960,false,960,8,0.270,9,1.000,0.100,6.500,0.055,0.075,0.300,375,unsuccessful,flat,false,false,false,false,not_reached,not_reached,not_reached,14,0.334,464,0.459,602,0.159,0,0.704,0.758,0.291,0.215,0.215,0.076,0.171,0.572,3.670,1031.089
generations_960_alpha_0p1_mut_0p075_rho_0p3,generations,960,false,960,8,0.270,9,1.000,0.100,6.500,0.055,0.075,0.300,376,unsuccessful,flat,false,false,false,false,not_reached,not_reached,not_reached,12,0.310,386,0.445,862,0.145,0,0.894,0.882,0.188,0.428,0.188,0.240,0.098,0.595,3.991,1016.472
generations_960_alpha_0p1_mut_0p075_rho_0p3,generations,960,false,960,8,0.270,9,1.000,0.100,6.500,0.055,0.075,0.300,379,unsuccessful,partial_transposition,false,false,false,false,not_reached,not_reached,not_reached,34,0.432,438,0.415,528,0.161,0,0.808,0.840,0.334,0.447,0.334,0.113,0.182,0.558,3.604,1011.614
generations_960_alpha_0p1_mut_0p075_rho_0p3,generations,960,false,960,8,0.270,9,1.000,0.100,6.500,0.055,0.075,0.300,378,unsuccessful,flat,false,false,false,false,not_reached,not_reached,not_reached,56,0.451,936,0.434,833,0.152,0,0.781,0.790,0.236,0.322,0.236,0.085,0.170,0.580,3.753,1018.734
generations_960_alpha_0p1_mut_0p075_rho_0p3,generations,960,false,960,8,0.270,9,1.000,0.100,6.500,0.055,0.075,0.300,377,unsuccessful,flat,false,false,false,false,not_reached,not_reached,not_reached,34,0.346,32,0.456,865,0.158,0,0.851,0.813,0.203,0.208,0.203,0.006,0.179,0.573,3.769,1028.647
generations_960_alpha_0p1_mut_0p075_rho_0p3,generations,960,false,960,8,0.270,9,1.000,0.100,6.500,0.055,0.075,0.300,380,unsuccessful,flat,false,false,false,false,not_reached,not_reached,not_reached,50,0.338,128,0.447,766,0.172,0,0.875,0.766,0.224,0.176,0.176,0.048,0.151,0.569,3.807,1023.116
generations_960_alpha_0p1_mut_0p075_rho_0p3,generations,960,false,960,8,0.270,9,1.000,0.100,6.500,0.055,0.075,0.300,381,unsuccessful,partial_transposition,false,false,false,false,not_reached,not_reached,not_reached,36,0.394,400,0.422,110,0.166,0,0.784,0.841,0.301,0.292,0.292,0.009,0.215,0.581,3.788,1017.677
generations_960_alpha_0p1_mut_0p075_rho_0p3,generations,960,false,960,8,0.270,9,1.000,0.100,6.500,0.055,0.075,0.300,383,unsuccessful,flat,false,false,false,false,not_reached,not_reached,not_reached,53,0.386,16,0.413,879,0.157,0,0.804,0.869,0.336,0.232,0.232,0.104,0.172,0.590,3.919,1024.874
generations_960_alpha_0p1_mut_0p075_rho_0p3,generations,960,false,960,8,0.270,9,1.000,0.100,6.500,0.055,0.075,0.300,384,unsuccessful,flat,false,false,false,false,not_reached,not_reached,not_reached,24,0.311,232,0.456,535,0.154,0,0.846,0.820,0.215,0.223,0.215,0.009,0.201,0.578,3.803,1021.395
generations_960_alpha_0p1_mut_0p075_rho_0p3,generations,960,false,960,8,0.270,9,1.000,0.100,6.500,0.055,0.075,0.300,382,unsuccessful,partial_transposition,false,false,false,false,not_reached,not_reached,not_reached,97,0.373,698,0.408,428,0.160,0,0.791,0.818,0.417,0.354,0.354,0.064,0.127,0.577,3.684,1030.914
generations_960_alpha_0p1_mut_0p075_rho_0p3,generations,960,false,960,8,0.270,9,1.000,0.100,6.500,0.055,0.075,0.300,385,unsuccessful,flat,false,false,false,false,not_reached,not_reached,not_reached,95,0.402,710,0.428,322,0.155,0,0.843,0.776,0.334,0.247,0.247,0.087,0.132,0.581,3.865,1030.178
generations_960_alpha_0p1_mut_0p075_rho_0p3,generations,960,false,960,8,0.270,9,1.000,0.100,6.500,0.055,0.075,0.300,386,unsuccessful,flat,false,false,false,false,not_reached,not_reached,not_reached,19,0.423,553,0.452,33,0.163,0,0.731,0.847,0.123,0.152,0.123,0.029,0.160,0.584,3.875,1026.352
generations_960_alpha_0p1_mut_0p075_rho_0p3,generations,960,false,960,8,0.270,9,1.000,0.100,6.500,0.055,0.075,0.300,387,unsuccessful,flat,false,false,false,false,not_reached,not_reached,not_reached,44,0.352,39,0.448,778,0.169,0,0.757,0.831,0.268,0.172,0.172,0.096,0.129,0.577,3.733,1033.155
generations_960_alpha_0p1_mut_0p075_rho_0p3,generations,960,false,960,8,0.270,9,1.000,0.100,6.500,0.055,0.075,0.300,388,unsuccessful,flat,false,false,false,false,not_reached,not_reached,not_reached,80,0.403,50,0.405,463,0.162,0,0.792,0.803,0.219,0.189,0.189,0.030,0.122,0.598,3.969,1008.894
generations_960_alpha_0p1_mut_0p075_rho_0p3,generations,960,false,960,8,0.270,9,1.000,0.100,6.500,0.055,0.075,0.300,389,unsuccessful,flat,false,false,false,false,not_reached,not_reached,not_reached,48,0.456,779,0.376,485,0.151,0,0.765,0.845,0.153,0.136,0.136,0.017,0.152,0.607,4.104,1025.967
generations_960_alpha_0p1_mut_0p075_rho_0p3,generations,960,false,960,8,0.270,9,1.000,0.100,6.500,0.055,0.075,0.300,390,unsuccessful,flat,false,false,false,false,not_reached,not_reached,not_reached,65,0.304,567,0.386,159,0.159,0,0.767,0.843,0.210,0.370,0.210,0.160,0.196,0.575,3.801,1026.947
generations_960_alpha_0p1_mut_0p075_rho_0p3,generations,960,false,960,8,0.270,9,1.000,0.100,6.500,0.055,0.075,0.300,391,unsuccessful,flat,false,false,false,false,not_reached,not_reached,not_reached,21,0.353,408,0.465,308,0.157,0,0.864,0.779,0.232,0.317,0.232,0.085,0.119,0.568,3.665,1017.221
generations_960_alpha_0p1_mut_0p075_rho_0p3,generations,960,false,960,8,0.270,9,1.000,0.100,6.500,0.055,0.075,0.300,392,unsuccessful,flat,false,false,false,false,not_reached,not_reached,not_reached,53,0.390,54,0.437,402,0.162,0,0.803,0.821,0.239,0.262,0.239,0.023,0.164,0.593,3.875,1018.992
generations_960_alpha_0p1_mut_0p075_rho_0p3,generations,960,false,960,8,0.270,9,1.000,0.100,6.500,0.055,0.075,0.300,393,unsuccessful,flat,false,false,false,false,not_reached,not_reached,34,33,0.544,34,0.384,234,0.182,0,0.916,0.821,0.189,0.156,0.156,0.033,0.176,0.610,4.087,1023.193
generations_960_alpha_0p1_mut_0p075_rho_0p3,generations,960,false,960,8,0.270,9,1.000,0.100,6.500,0.055,0.075,0.300,395,unsuccessful,partial_transposition,false,false,false,false,not_reached,not_reached,not_reached,58,0.346,639,0.441,249,0.168,0,0.740,0.816,0.304,0.277,0.277,0.027,0.157,0.582,3.785,1022.141
generations_960_alpha_0p1_mut_0p075_rho_0p3,generations,960,false,960,8,0.270,9,1.000,0.100,6.500,0.055,0.075,0.300,394,unsuccessful,flat,false,false,false,false,not_reached,not_reached,not_reached,65,0.364,334,0.396,935,0.157,0,0.875,0.797,0.198,0.309,0.198,0.111,0.131,0.605,4.067,1029.712
generations_960_alpha_0p1_mut_0p075_rho_0p3,generations,960,false,960,8,0.270,9,1.000,0.100,6.500,0.055,0.075,0.300,397,unsuccessful,flat,false,false,false,false,not_reached,not_reached,not_reached,17,0.370,343,0.406,677,0.148,0,0.778,0.818,0.216,0.246,0.216,0.030,0.264,0.589,3.831,1010.945
generations_960_alpha_0p1_mut_0p075_rho_0p3,generations,960,false,960,8,0.270,9,1.000,0.100,6.500,0.055,0.075,0.300,396,unsuccessful,gravity_without_vertical,false,true,false,false,36,not_reached,not_reached,29,0.341,87,0.537,38,0.186,0,0.761,0.858,0.298,0.391,0.298,0.094,0.120,0.604,3.989,1018.551
generations_960_alpha_0p1_mut_0p075_rho_0p3,generations,960,false,960,8,0.270,9,1.000,0.100,6.500,0.055,0.075,0.300,398,unsuccessful,flat,false,false,false,false,not_reached,not_reached,not_reached,19,0.286,456,0.500,25,0.171,0,0.742,0.877,0.215,0.131,0.131,0.084,0.149,0.599,3.971,1019.390
generations_960_alpha_0p1_mut_0p075_rho_0p3,generations,960,false,960,8,0.270,9,1.000,0.100,6.500,0.055,0.075,0.300,399,unsuccessful,flat,false,false,false,false,not_reached,not_reached,not_reached,66,0.479,28,0.392,464,0.189,0,0.781,0.854,0.199,0.266,0.199,0.067,0.134,0.592,3.846,1016.351
