number,state,value,food_site_count,food_site_width,food_site_capacity,food_value,vertical_comb_benefit,food_site_max_distance,travel_cost_per_distance,mutation_sd,transposition_mutation_correlation,stable_count,seed_count,collapse_count,mean_progress,mean_final_success,mean_final_payoff,mean_final_comb_tilt,mean_final_min_transposition,elapsed_seconds
168,COMPLETE,9.998,8,0.310,8,1.000,0.600,7.500,0.060,0.120,0.900,9,10,0,0.998,0.576,4.991,0.831,0.770,1199.599
169,COMPLETE,9.998,8,0.310,8,1.000,0.600,7.500,0.060,0.120,0.900,9,10,0,0.998,0.576,4.991,0.831,0.770,1203.146
170,COMPLETE,5.994,8,0.310,8,1.000,0.600,7.500,0.055,0.120,0.900,5,10,0,0.994,0.567,5.296,0.811,0.797,1187.876
171,COMPLETE,7.995,8,0.300,8,1.000,0.600,8.000,0.060,0.120,0.900,7,10,0,0.995,0.558,4.548,0.826,0.798,1178.612
172,COMPLETE,7.995,8,0.300,8,1.000,0.600,8.000,0.060,0.120,0.900,7,10,0,0.995,0.558,4.548,0.826,0.798,1176.672
173,COMPLETE,8.989,8,0.300,7,1.000,0.600,7.500,0.060,0.120,0.900,8,10,0,0.989,0.564,4.661,0.819,0.792,1171.905
174,COMPLETE,11.000,8,0.300,7,1.000,0.560,7.500,0.060,0.120,0.900,10,10,0,1.000,0.564,4.562,0.827,0.799,1165.397
175,COMPLETE,7.992,8,0.300,8,1.000,0.600,7.500,0.060,0.120,0.900,7,10,0,0.992,0.568,4.841,0.840,0.798,1189.343
176,COMPLETE,8.989,8,0.300,7,1.000,0.600,7.500,0.060,0.120,0.900,8,10,0,0.989,0.564,4.661,0.819,0.792,1170.261
177,COMPLETE,8.989,8,0.300,7,1.000,0.600,7.500,0.060,0.120,0.900,8,10,0,0.989,0.564,4.661,0.819,0.792,1173.354
178,COMPLETE,8.989,8,0.300,7,1.000,0.600,7.500,0.060,0.120,0.900,8,10,0,0.989,0.564,4.661,0.819,0.792,1166.636
179,COMPLETE,7.988,8,0.320,7,1.000,0.600,7.500,0.060,0.120,0.900,7,10,0,0.988,0.576,5.059,0.811,0.791,1183.060
180,COMPLETE,8.989,8,0.300,7,1.000,0.600,7.500,0.060,0.120,0.900,8,10,0,0.989,0.564,4.661,0.819,0.792,1169.107
181,COMPLETE,7.998,7,0.320,7,1.000,0.600,7.500,0.060,0.120,0.900,7,10,0,0.998,0.544,4.368,0.836,0.786,1147.951
182,COMPLETE,7.998,7,0.320,7,1.000,0.600,7.500,0.060,0.120,0.900,7,10,0,0.998,0.544,4.368,0.836,0.786,1164.509
183,COMPLETE,11.000,7,0.320,7,1.000,0.600,7.500,0.060,0.100,0.900,10,10,0,1.000,0.568,4.735,0.848,0.846,1173.038
184,COMPLETE,8.937,7,0.320,7,1.000,0.560,7.500,0.060,0.100,0.800,8,10,0,0.937,0.562,4.402,0.808,0.747,1155.687
185,COMPLETE,8.903,7,0.320,7,1.000,0.560,8.000,0.060,0.100,0.800,8,10,0,0.903,0.550,4.044,0.767,0.729,1169.969
186,COMPLETE,8.956,7,0.320,7,1.000,0.560,8.000,0.060,0.110,0.900,8,10,0,0.956,0.538,3.926,0.793,0.773,1152.410
187,COMPLETE,8.963,7,0.320,7,1.000,0.560,8.000,0.060,0.110,0.800,8,10,0,0.963,0.540,3.995,0.806,0.785,1151.100
188,COMPLETE,8.963,7,0.320,7,1.000,0.560,8.000,0.060,0.110,0.800,8,10,0,0.963,0.540,3.995,0.806,0.785,1148.940
189,COMPLETE,6.786,7,0.280,7,1.000,0.560,8.000,0.055,0.110,0.800,6,10,0,0.786,0.498,3.359,0.667,0.649,1110.489
190,COMPLETE,8.937,7,0.320,7,1.000,0.560,7.500,0.060,0.100,0.800,8,10,0,0.937,0.562,4.402,0.808,0.747,1159.791
191,COMPLETE,8.944,7,0.320,7,1.000,0.560,8.000,0.060,0.100,0.900,8,10,0,0.944,0.545,4.110,0.797,0.757,1154.827
192,COMPLETE,8.991,7,0.320,7,1.000,0.560,8.000,0.055,0.100,1.000,8,10,0,0.991,0.549,4.615,0.830,0.839,1143.345
193,COMPLETE,11.000,7,0.320,7,1.000,0.560,8.000,0.055,0.100,0.800,10,10,0,1.000,0.541,4.553,0.852,0.840,1143.301
194,COMPLETE,7.819,7,0.280,7,1.000,0.560,8.000,0.055,0.100,0.800,7,10,0,0.819,0.498,3.356,0.697,0.642,1100.386
195,COMPLETE,7.819,7,0.280,7,1.000,0.560,8.000,0.055,0.100,0.800,7,10,0,0.819,0.498,3.356,0.697,0.642,1100.090
196,COMPLETE,6.786,7,0.280,7,1.000,0.560,8.000,0.055,0.110,0.800,6,10,0,0.786,0.498,3.359,0.667,0.649,1114.759
197,COMPLETE,7.866,7,0.280,8,1.000,0.560,8.000,0.055,0.110,0.800,7,10,0,0.866,0.496,3.421,0.728,0.682,1114.256
198,COMPLETE,7.866,7,0.280,8,1.000,0.560,8.000,0.055,0.110,0.800,7,10,0,0.866,0.496,3.421,0.728,0.682,1119.017
199,COMPLETE,7.886,7,0.280,6,1.000,0.560,8.000,0.055,0.100,0.800,7,10,0,0.886,0.495,3.309,0.740,0.732,1089.594
200,COMPLETE,8.879,7,0.280,8,1.000,0.560,8.000,0.055,0.100,1.000,8,10,0,0.879,0.512,3.738,0.739,0.728,1130.290
201,COMPLETE,8.924,7,0.280,8,1.000,0.560,8.000,0.055,0.100,0.800,8,10,0,0.924,0.500,3.583,0.782,0.755,1123.750
202,COMPLETE,7.996,8,0.300,6,1.000,0.580,8.000,0.055,0.100,0.800,7,10,0,0.996,0.545,4.580,0.836,0.805,1111.386
203,COMPLETE,8.985,8,0.280,8,1.000,0.580,7.000,0.055,0.100,1.000,8,10,0,0.985,0.559,5.032,0.822,0.810,1146.377
204,COMPLETE,11.000,8,0.280,6,1.000,0.580,7.000,0.055,0.100,1.000,10,10,0,1.000,0.539,4.725,0.851,0.791,1125.094
205,COMPLETE,11.000,8,0.280,6,1.000,0.580,7.000,0.055,0.100,1.000,10,10,0,1.000,0.539,4.725,0.851,0.791,1123.376
206,COMPLETE,11.000,8,0.280,8,1.000,0.580,7.000,0.055,0.110,1.000,10,10,0,1.000,0.550,5.033,0.838,0.837,1161.381
207,COMPLETE,9.996,8,0.280,6,1.000,0.580,8.000,0.055,0.110,1.000,9,10,0,0.996,0.510,3.984,0.826,0.798,1116.000
208,COMPLETE,11.000,8,0.280,8,1.000,0.580,7.000,0.055,0.110,1.000,10,10,0,1.000,0.550,5.033,0.838,0.837,1162.104
209,COMPLETE,11.000,8,0.280,8,1.000,0.580,7.000,0.055,0.110,1.000,10,10,0,1.000,0.550,5.033,0.838,0.837,1165.205
210,COMPLETE,6.995,8,0.330,6,1.000,0.580,7.000,0.055,0.110,1.000,6,10,0,0.995,0.591,5.771,0.817,0.755,1158.461
211,COMPLETE,9.997,8,0.330,6,1.000,0.580,8.000,0.055,0.110,1.000,9,10,0,0.997,0.576,5.226,0.838,0.782,1151.239
212,COMPLETE,11.000,8,0.280,8,1.000,0.580,7.000,0.055,0.110,1.000,10,10,0,1.000,0.550,5.033,0.838,0.837,1162.615
213,COMPLETE,7.993,8,0.330,8,1.000,0.580,8.000,0.055,0.110,1.000,7,10,0,0.993,0.584,5.500,0.818,0.811,1205.679
214,COMPLETE,7.993,8,0.330,8,1.000,0.580,8.000,0.055,0.110,1.000,7,10,0,0.993,0.584,5.500,0.818,0.811,1213.216
215,COMPLETE,6.995,8,0.330,6,1.000,0.580,7.000,0.055,0.110,1.000,6,10,0,0.995,0.591,5.771,0.817,0.755,1160.638
216,COMPLETE,7.986,8,0.330,6,1.000,0.580,8.500,0.055,0.110,1.000,7,10,0,0.986,0.553,4.786,0.818,0.796,1128.945
217,COMPLETE,7.986,8,0.330,6,1.000,0.580,8.500,0.055,0.110,1.000,7,10,0,0.986,0.553,4.786,0.818,0.796,1131.199
218,COMPLETE,11.000,8,0.330,8,1.000,0.580,8.500,0.055,0.110,1.000,10,10,0,1.000,0.570,5.287,0.850,0.815,1166.365
219,COMPLETE,8.995,8,0.290,6,1.000,0.580,7.000,0.055,0.110,1.000,8,10,0,0.995,0.568,5.160,0.829,0.822,1128.161
220,COMPLETE,8.993,8,0.290,8,1.000,0.580,7.000,0.055,0.110,1.000,8,10,0,0.993,0.578,5.483,0.845,0.814,1165.797
221,COMPLETE,7.986,8,0.330,6,1.000,0.580,8.500,0.055,0.110,1.000,7,10,0,0.986,0.553,4.786,0.818,0.796,1128.982
222,COMPLETE,6.984,8,0.340,6,1.000,0.580,7.000,0.055,0.110,1.000,6,10,0,0.984,0.604,5.999,0.811,0.785,1140.179
223,COMPLETE,6.995,8,0.330,6,1.000,0.580,7.000,0.055,0.110,1.000,6,10,0,0.995,0.591,5.771,0.817,0.755,1153.338
224,COMPLETE,11.000,8,0.330,6,1.000,0.580,7.000,0.055,0.090,1.000,10,10,0,1.000,0.616,6.153,0.843,0.786,1149.969
225,COMPLETE,8.985,8,0.340,6,1.000,0.580,7.000,0.055,0.090,1.000,8,10,0,0.985,0.611,6.160,0.828,0.787,1136.956
226,COMPLETE,8.995,8,0.290,6,1.000,0.580,7.000,0.055,0.110,1.000,8,10,0,0.995,0.568,5.160,0.829,0.822,1127.006
227,COMPLETE,11.000,8,0.290,9,1.000,0.580,7.000,0.055,0.110,1.000,10,10,0,1.000,0.575,5.475,0.864,0.810,1172.176
228,COMPLETE,8.995,8,0.290,6,1.000,0.580,7.000,0.055,0.110,1.000,8,10,0,0.995,0.568,5.160,0.829,0.822,1125.341
229,COMPLETE,11.000,8,0.290,9,1.000,0.580,7.000,0.055,0.110,1.000,10,10,0,1.000,0.575,5.475,0.864,0.810,1172.168
230,COMPLETE,11.000,8,0.290,9,1.000,0.580,7.000,0.055,0.100,1.000,10,10,0,1.000,0.580,5.564,0.850,0.810,1146.637
231,COMPLETE,9.999,8,0.290,9,1.000,0.540,7.000,0.055,0.100,1.000,9,10,0,0.999,0.580,5.363,0.848,0.789,1167.069
232,COMPLETE,9.997,8,0.290,9,1.000,0.520,7.000,0.055,0.100,1.000,9,10,0,0.997,0.577,5.217,0.837,0.817,1179.880
233,COMPLETE,9.997,8,0.290,9,1.000,0.520,7.000,0.055,0.100,1.000,9,10,0,0.997,0.577,5.217,0.837,0.817,1181.443
234,COMPLETE,8.999,8,0.280,9,1.000,0.520,7.000,0.055,0.100,1.000,8,10,0,0.999,0.564,5.026,0.833,0.829,1169.211
235,COMPLETE,8.999,8,0.280,9,1.000,0.520,7.000,0.055,0.100,1.000,8,10,0,0.999,0.564,5.026,0.833,0.829,1169.008
236,COMPLETE,8.999,8,0.280,9,1.000,0.520,7.000,0.055,0.100,1.000,8,10,0,0.999,0.564,5.026,0.833,0.829,1168.323
237,COMPLETE,9.999,8,0.280,9,1.000,0.540,7.000,0.055,0.100,1.000,9,10,0,0.999,0.573,5.220,0.848,0.833,1169.104
238,COMPLETE,9.999,8,0.280,9,1.000,0.540,7.000,0.055,0.100,1.000,9,10,0,0.999,0.573,5.220,0.848,0.833,1165.985
239,COMPLETE,9.999,8,0.280,9,1.000,0.540,7.000,0.055,0.100,1.000,9,10,0,0.999,0.573,5.220,0.848,0.833,1163.446
240,COMPLETE,9.999,8,0.280,9,1.000,0.540,7.000,0.055,0.100,1.000,9,10,0,0.999,0.573,5.220,0.848,0.833,1164.139
241,COMPLETE,6.982,8,0.280,5,1.000,0.540,7.000,0.055,0.090,1.000,6,10,0,0.982,0.529,4.267,0.812,0.784,1065.392
242,COMPLETE,8.997,8,0.340,5,1.000,0.540,7.000,0.055,0.100,1.000,8,10,0,0.997,0.588,5.623,0.837,0.749,1123.839
243,COMPLETE,11.000,8,0.280,9,1.000,0.540,7.000,0.055,0.090,1.000,10,10,0,1.000,0.575,5.229,0.855,0.849,1173.432
244,COMPLETE,6.982,8,0.280,5,1.000,0.540,7.000,0.055,0.090,1.000,6,10,0,0.982,0.529,4.267,0.812,0.784,1060.968
245,COMPLETE,11.000,8,0.280,9,1.000,0.540,7.000,0.055,0.090,1.000,10,10,0,1.000,0.575,5.229,0.855,0.849,1167.422
246,COMPLETE,11.000,8,0.280,9,1.000,0.540,7.000,0.055,0.090,1.000,10,10,0,1.000,0.575,5.229,0.855,0.849,1171.469
247,COMPLETE,11.000,8,0.280,9,1.000,0.520,7.000,0.055,0.090,1.000,10,10,0,1.000,0.575,5.151,0.854,0.809,1168.732
248,COMPLETE,11.000,8,0.280,9,1.000,0.540,7.000,0.055,0.090,1.000,10,10,0,1.000,0.575,5.229,0.855,0.849,1173.412
249,COMPLETE,11.000,8,0.280,9,1.000,0.540,7.000,0.055,0.090,1.000,10,10,0,1.000,0.575,5.229,0.855,0.849,1171.344
250,COMPLETE,6.982,8,0.280,5,1.000,0.540,7.000,0.055,0.090,1.000,6,10,0,0.982,0.529,4.267,0.812,0.784,1066.595
251,COMPLETE,11.000,8,0.280,9,1.000,0.540,7.000,0.055,0.090,1.000,10,10,0,1.000,0.575,5.229,0.855,0.849,1171.468
252,COMPLETE,7.991,8,0.270,5,1.000,0.540,7.000,0.055,0.090,1.000,7,10,0,0.991,0.524,4.163,0.837,0.825,1056.198
253,COMPLETE,7.978,8,0.270,9,1.000,0.540,7.000,0.055,0.110,1.000,7,10,0,0.978,0.548,4.696,0.815,0.807,1157.601
254,COMPLETE,9.999,8,0.270,9,1.000,0.540,7.000,0.055,0.090,1.000,9,10,0,0.999,0.560,4.957,0.852,0.828,1146.191
255,COMPLETE,9.999,8,0.270,9,1.000,0.540,7.000,0.055,0.090,1.000,9,10,0,0.999,0.560,4.957,0.852,0.828,1147.784
256,COMPLETE,8.996,8,0.270,9,1.000,0.600,7.000,0.055,0.090,1.000,8,10,0,0.996,0.562,5.128,0.844,0.835,1172.996
257,COMPLETE,11.000,8,0.270,9,1.000,0.600,6.500,0.055,0.090,1.000,10,10,0,1.000,0.552,5.229,0.865,0.819,1168.541
258,COMPLETE,8.996,8,0.270,9,1.000,0.600,7.000,0.055,0.090,1.000,8,10,0,0.996,0.562,5.128,0.844,0.835,1171.318
259,COMPLETE,9.999,8,0.300,9,1.000,0.600,7.000,0.055,0.090,1.000,9,10,0,0.999,0.595,5.972,0.859,0.832,1165.281
260,COMPLETE,9.997,8,0.270,9,1.000,0.560,6.500,0.055,0.090,1.000,9,10,0,0.997,0.555,5.087,0.843,0.814,1161.402
261,COMPLETE,9.997,8,0.270,9,1.000,0.560,6.500,0.055,0.090,1.000,9,10,0,0.997,0.555,5.087,0.843,0.814,1154.396
262,COMPLETE,11.000,8,0.270,9,1.000,0.600,6.500,0.055,0.090,1.000,10,10,0,1.000,0.552,5.229,0.865,0.819,1167.172
263,COMPLETE,9.997,8,0.270,9,1.000,0.560,6.500,0.055,0.090,1.000,9,10,0,0.997,0.555,5.087,0.843,0.814,1163.244
264,COMPLETE,11.000,8,0.300,9,1.000,0.560,6.500,0.055,0.110,1.000,10,10,0,1.000,0.589,5.862,0.856,0.776,1191.247
265,COMPLETE,8.994,9,0.270,9,1.000,0.560,7.000,0.050,0.110,1.000,8,10,0,0.994,0.576,5.766,0.826,0.763,1169.764
266,COMPLETE,8.982,9,0.270,9,1.000,0.600,6.500,0.050,0.110,1.000,8,10,0,0.982,0.581,6.083,0.812,0.745,1167.963
267,COMPLETE,8.994,9,0.270,9,1.000,0.560,7.000,0.050,0.110,1.000,8,10,0,0.994,0.576,5.766,0.826,0.763,1166.818
268,COMPLETE,9.996,9,0.270,10,1.000,0.600,6.500,0.050,0.110,1.000,9,10,0,0.996,0.574,6.056,0.837,0.752,1169.392
269,COMPLETE,7.991,9,0.300,10,1.000,0.560,6.500,0.050,0.110,1.000,7,10,0,0.991,0.612,6.714,0.814,0.761,1219.516
270,COMPLETE,7.991,9,0.300,10,1.000,0.560,6.500,0.050,0.110,1.000,7,10,0,0.991,0.612,6.714,0.814,0.761,1215.982
271,COMPLETE,8.994,9,0.300,10,1.000,0.560,8.500,0.060,0.110,1.000,8,10,0,0.994,0.577,4.908,0.836,0.830,1207.347
272,COMPLETE,7.984,9,0.290,10,1.000,0.560,6.500,0.050,0.110,1.000,7,10,0,0.984,0.603,6.453,0.826,0.704,1207.971
273,COMPLETE,6.984,9,0.300,8,1.000,0.560,6.500,0.050,0.110,1.000,6,10,0,0.984,0.614,6.609,0.807,0.737,1196.547
274,COMPLETE,8.990,9,0.300,10,1.000,0.560,6.500,0.060,0.110,1.000,8,10,0,0.990,0.616,6.040,0.825,0.787,1210.461
275,COMPLETE,7.991,9,0.300,10,1.000,0.560,6.500,0.050,0.110,1.000,7,10,0,0.991,0.612,6.714,0.814,0.761,1216.373
276,COMPLETE,9.998,9,0.300,10,1.000,0.560,8.500,0.050,0.110,1.000,9,10,0,0.998,0.575,5.619,0.820,0.792,1191.604
277,COMPLETE,9.994,9,0.300,10,1.000,0.580,8.500,0.050,0.110,1.000,9,10,0,0.994,0.576,5.733,0.837,0.787,1180.288
278,COMPLETE,8.988,9,0.290,8,1.000,0.580,8.500,0.050,0.110,1.000,8,10,0,0.988,0.560,5.389,0.849,0.769,1167.810
279,COMPLETE,9.994,9,0.300,10,1.000,0.580,8.500,0.050,0.110,1.000,9,10,0,0.994,0.576,5.733,0.837,0.787,1188.565
280,COMPLETE,7.963,9,0.350,10,1.000,0.580,8.500,0.050,0.110,1.000,7,10,0,0.963,0.627,6.720,0.797,0.759,1244.884
281,COMPLETE,7.963,9,0.350,10,1.000,0.580,8.500,0.050,0.110,1.000,7,10,0,0.963,0.627,6.720,0.797,0.759,1253.865
282,COMPLETE,10.000,9,0.290,10,1.000,0.580,8.500,0.060,0.110,1.000,9,10,0,1.000,0.561,4.623,0.853,0.822,1217.993
283,COMPLETE,0.243,6,0.290,10,1.000,0.580,8.500,0.060,0.080,1.000,0,10,0,0.243,0.501,2.292,0.195,0.194,1117.224
284,COMPLETE,9.999,9,0.290,8,1.000,0.580,8.500,0.060,0.110,1.000,9,10,0,0.999,0.559,4.523,0.831,0.829,1197.216
285,COMPLETE,9.999,8,0.290,8,1.000,0.580,8.500,0.060,0.110,1.000,9,10,0,0.999,0.527,3.891,0.842,0.831,1158.706
286,COMPLETE,4.603,8,0.290,8,1.000,0.580,8.500,0.060,0.080,1.000,4,10,0,0.603,0.554,3.659,0.539,0.490,1187.023
287,COMPLETE,4.603,8,0.290,8,1.000,0.580,8.500,0.060,0.080,1.000,4,10,0,0.603,0.554,3.659,0.539,0.490,1179.531
288,COMPLETE,8.993,8,0.350,8,1.000,0.580,8.500,0.060,0.110,1.000,8,10,0,0.993,0.605,5.497,0.846,0.834,1209.867
289,COMPLETE,9.999,8,0.290,8,1.000,0.580,8.500,0.060,0.110,1.000,9,10,0,0.999,0.527,3.891,0.842,0.831,1156.616
290,COMPLETE,4.603,8,0.290,8,1.000,0.580,8.500,0.060,0.080,1.000,4,10,0,0.603,0.554,3.659,0.539,0.490,1182.658
291,COMPLETE,4.603,8,0.290,8,1.000,0.580,8.500,0.060,0.080,1.000,4,10,0,0.603,0.554,3.659,0.539,0.490,1186.415
292,COMPLETE,0.214,6,0.290,8,1.000,0.580,8.500,0.060,0.080,1.000,0,10,0,0.214,0.493,2.185,0.185,0.197,1109.514
293,COMPLETE,8.880,8,0.290,8,1.000,0.580,8.500,0.055,0.080,1.000,8,10,0,0.880,0.543,4.439,0.759,0.730,1135.490
294,COMPLETE,4.573,6,0.340,8,1.000,0.500,8.500,0.060,0.100,1.000,4,10,0,0.573,0.531,3.220,0.498,0.446,1137.625
295,COMPLETE,1.362,6,0.350,8,1.000,0.580,8.500,0.060,0.080,1.000,1,10,0,0.362,0.555,3.319,0.295,0.271,1161.368
296,COMPLETE,9.991,8,0.290,8,1.000,0.580,7.000,0.060,0.100,1.000,9,10,0,0.991,0.578,4.992,0.830,0.813,1205.327
297,COMPLETE,7.985,8,0.290,8,1.000,0.500,7.000,0.045,0.100,1.000,7,10,0,0.985,0.577,5.897,0.820,0.816,1134.601
298,COMPLETE,8.993,8,0.290,8,1.000,0.580,7.000,0.060,0.130,1.000,8,10,0,0.993,0.556,4.630,0.823,0.781,1174.223
299,COMPLETE,7.985,8,0.290,8,1.000,0.500,7.000,0.045,0.100,1.000,7,10,0,0.985,0.577,5.897,0.820,0.816,1141.415
300,COMPLETE,9.999,8,0.290,8,1.000,0.500,7.000,0.060,0.100,1.000,9,10,0,0.999,0.577,4.835,0.845,0.813,1185.402
301,COMPLETE,6.940,8,0.290,8,1.000,0.520,7.000,0.045,0.100,1.000,6,10,0,0.940,0.560,5.676,0.805,0.731,1146.690
302,COMPLETE,9.999,8,0.280,8,1.000,0.520,7.000,0.055,0.100,1.000,9,10,0,0.999,0.564,5.005,0.844,0.812,1161.929
303,COMPLETE,7.798,6,0.280,8,1.000,0.520,7.000,0.055,0.100,1.000,7,10,0,0.798,0.490,3.287,0.683,0.679,1093.564
304,COMPLETE,7.967,8,0.260,8,1.000,0.500,7.000,0.055,0.100,1.000,7,10,0,0.967,0.528,4.266,0.816,0.769,1139.893
305,COMPLETE,9.999,8,0.280,8,1.000,0.520,7.000,0.055,0.100,1.000,9,10,0,0.999,0.564,5.005,0.844,0.812,1163.132
306,COMPLETE,3.471,6,0.260,8,1.000,0.500,7.000,0.055,0.100,0.700,3,10,0,0.471,0.479,2.594,0.404,0.411,1069.062
307,COMPLETE,9.995,8,0.340,7,1.000,0.500,7.000,0.055,0.100,0.700,9,10,0,0.995,0.624,6.082,0.822,0.788,1198.594
308,COMPLETE,8.996,8,0.280,7,1.000,0.520,7.000,0.045,0.100,0.700,8,10,0,0.996,0.541,5.339,0.837,0.759,1095.106
309,COMPLETE,8.999,8,0.280,7,1.000,0.500,7.000,0.055,0.100,0.700,8,10,0,0.999,0.555,4.711,0.839,0.807,1122.459
310,COMPLETE,8.998,8,0.280,7,1.000,0.520,7.000,0.055,0.100,0.900,8,10,0,0.998,0.544,4.679,0.822,0.795,1134.964
311,COMPLETE,8.945,8,0.280,7,1.000,0.500,7.000,0.055,0.100,0.900,8,10,0,0.945,0.557,4.780,0.838,0.754,1144.315
312,COMPLETE,8.998,8,0.260,7,1.000,0.520,7.000,0.055,0.100,0.900,8,10,0,0.998,0.530,4.251,0.835,0.832,1119.847
313,COMPLETE,11.000,8,0.280,7,1.000,0.520,7.000,0.055,0.100,0.700,10,10,0,1.000,0.547,4.741,0.846,0.816,1141.517
314,COMPLETE,11.000,8,0.280,7,1.000,0.520,7.000,0.055,0.100,0.700,10,10,0,1.000,0.547,4.741,0.846,0.816,1141.328
315,COMPLETE,11.000,8,0.280,7,1.000,0.520,7.000,0.055,0.100,0.700,10,10,0,1.000,0.547,4.741,0.846,0.816,1138.405
316,COMPLETE,11.000,8,0.280,7,1.000,0.520,7.000,0.055,0.100,0.700,10,10,0,1.000,0.547,4.741,0.846,0.816,1141.099
317,COMPLETE,5.986,8,0.280,7,1.000,0.600,7.000,0.055,0.140,0.900,5,10,0,0.986,0.532,4.524,0.794,0.744,1114.737
318,COMPLETE,7.992,8,0.280,7,1.000,0.600,7.000,0.055,0.100,0.900,7,10,0,0.992,0.548,4.900,0.811,0.809,1135.742
319,COMPLETE,7.994,8,0.260,7,1.000,0.600,7.000,0.055,0.110,0.900,7,10,0,0.994,0.517,4.214,0.826,0.802,1119.326
320,COMPLETE,8.991,8,0.280,7,1.000,0.600,7.000,0.055,0.110,0.900,8,10,0,0.991,0.556,4.942,0.827,0.776,1138.340
321,COMPLETE,8.991,8,0.280,7,1.000,0.600,7.000,0.055,0.110,0.900,8,10,0,0.991,0.556,4.942,0.827,0.776,1138.201
322,COMPLETE,8.991,8,0.280,7,1.000,0.600,7.000,0.055,0.110,0.900,8,10,0,0.991,0.556,4.942,0.827,0.776,1140.097
323,COMPLETE,8.991,8,0.280,7,1.000,0.600,7.000,0.055,0.110,0.900,8,10,0,0.991,0.556,4.942,0.827,0.776,1136.693
324,COMPLETE,9.999,8,0.280,6,1.000,0.600,7.000,0.055,0.110,0.900,9,10,0,0.999,0.536,4.666,0.832,0.784,1110.671
325,COMPLETE,9.999,8,0.280,6,1.000,0.600,7.000,0.055,0.110,0.900,9,10,0,0.999,0.536,4.666,0.832,0.784,1106.061
326,COMPLETE,9.999,8,0.280,6,1.000,0.600,7.000,0.055,0.110,0.900,9,10,0,0.999,0.536,4.666,0.832,0.784,1108.329
327,COMPLETE,8.996,8,0.310,6,1.000,0.600,8.000,0.055,0.110,0.900,8,10,0,0.996,0.554,4.849,0.829,0.792,1122.283
328,COMPLETE,11.000,8,0.280,9,1.000,0.600,8.000,0.055,0.110,0.900,10,10,0,1.000,0.543,4.639,0.861,0.800,1169.368
329,COMPLETE,8.995,8,0.310,9,1.000,0.600,8.000,0.055,0.110,0.900,8,10,0,0.995,0.572,5.284,0.837,0.812,1184.109
330,COMPLETE,8.996,8,0.310,6,1.000,0.600,8.000,0.055,0.110,0.900,8,10,0,0.996,0.554,4.849,0.829,0.792,1126.764
331,COMPLETE,8.995,7,0.310,6,1.000,0.600,8.000,0.055,0.110,0.900,8,10,0,0.995,0.518,4.159,0.843,0.837,1094.672
332,COMPLETE,11.000,7,0.320,6,1.000,0.600,8.000,0.055,0.110,0.900,10,10,0,1.000,0.531,4.366,0.844,0.819,1085.338
333,COMPLETE,6.982,7,0.310,6,1.000,0.560,8.000,0.055,0.110,1.000,6,10,0,0.982,0.512,3.957,0.821,0.814,1103.839
334,COMPLETE,6.982,7,0.310,6,1.000,0.560,8.000,0.055,0.110,1.000,6,10,0,0.982,0.512,3.957,0.821,0.814,1101.113
335,COMPLETE,10.000,7,0.310,9,1.000,0.560,8.000,0.055,0.110,1.000,9,10,0,1.000,0.541,4.487,0.846,0.811,1154.785
336,COMPLETE,10.000,7,0.310,9,1.000,0.560,8.000,0.055,0.110,1.000,9,10,0,1.000,0.541,4.487,0.846,0.811,1155.428
337,COMPLETE,6.982,7,0.310,6,1.000,0.560,8.000,0.055,0.110,1.000,6,10,0,0.982,0.512,3.957,0.821,0.814,1099.128
338,COMPLETE,7.997,8,0.310,6,1.000,0.560,8.000,0.055,0.110,1.000,7,10,0,0.997,0.557,4.827,0.832,0.831,1126.902
339,COMPLETE,6.982,7,0.310,6,1.000,0.560,8.000,0.055,0.110,1.000,6,10,0,0.982,0.512,3.957,0.821,0.814,1102.390
